Date,RESERVAS_INTERNACIONAIS,DIVIDA_PUBLICA,SELIC,SOJA_US,MILHO_US,BALANCA_COMERCIAL,news_prob_mean,FRETES,PIB_BR,CUSTO_LOGISTICA,news_impact_mean_volatility,news_impact_mean_trend_volatility,news_prob_mean_volatility,news_impact_mean,news_prob_mean_trend_volatility,ENERGIA,news_count_trend,news_count_volatility,news_count_trend_volatility,news_count,DOLAR
2020-12-27,355622.0,-4.83,2.0,1263.5,451.0,-1464.4,0.0,38118.0,705904.5,46956.15,0.0,0.0,0.0,0.0,0.0,1867.0,0.0,0.0,0.0,0.0,5.2153000831604
2020-12-28,355615.0,-4.83,2.0,1255.25,456.5,-1464.4,0.0,38118.0,705904.5,46956.15,0.0,0.0,0.0,0.0,0.0,1867.0,0.0,0.0,0.0,0.0,5.2153000831604
2020-12-29,355837.0,-4.83,2.0,1295.5,466.0,-1464.4,0.0,38118.0,705904.5,46956.15,0.0,0.0,0.0,0.0,0.0,1867.0,0.0,0.0,0.0,0.0,5.2459001541137695
2020-12-30,355517.0,-4.83,2.0,1303.75,474.5,-1464.4,0.0,38118.0,705904.5,46956.15,0.0,0.0,0.0,0.0,0.0,1867.0,0.0,0.0,0.0,0.0,5.208600044250488
2020-12-31,355620.0,-4.83,2.0,1315.25,484.0,-1464.4,0.0,38118.0,705904.5,46956.15,0.0,0.0,0.0,0.0,0.0,1867.0,0.0,0.0,0.0,0.0,5.190838813781738
2021-01-01,355620.0,-5.8,2.0,1315.25,484.0,-2200.5,0.0,31753.0,678727.2,48972.69,0.0,0.0,0.0,0.0,0.0,1745.0,0.0,0.0,0.0,0.0,5.1921000480651855
2021-01-02,355620.0,-5.8,2.0,1315.25,484.0,-2200.5,0.0,31753.0,678727.2,48972.69,0.0,0.0,0.0,0.0,0.0,1745.0,0.0,0.0,0.0,0.0,5.1921000480651855
2021-01-03,355620.0,-5.8,2.0,1315.25,484.0,-2200.5,0.0,31753.0,678727.2,48972.69,0.0,0.0,0.0,0.0,0.0,1745.0,0.0,0.0,0.0,0.0,5.1921000480651855
2021-01-04,355760.0,-5.8,2.0,1316.5,483.75,-2200.5,0.0,31753.0,678727.2,48972.69,0.0,0.0,0.0,0.0,0.0,1745.0,0.0,0.0,0.0,0.0,5.19189977645874
2021-01-05,355847.0,-5.8,2.0,1350.0,491.75,-2200.5,0.0,31753.0,678727.2,48972.69,0.0,0.0,0.0,0.0,0.0,1745.0,0.0,0.0,0.0,0.0,5.295300006866455
2021-01-06,355515.0,-5.8,2.0,1365.25,495.0,-2200.5,0.0,31753.0,678727.2,48972.69,0.0,0.0,0.0,0.0,0.0,1745.0,0.0,0.0,0.0,0.0,5.28410005569458
2021-01-07,355437.0,-5.8,2.0,1360.5,494.0,-2200.5,0.0,31753.0,678727.2,48972.69,0.0,0.0,0.0,0.0,0.0,1745.0,0.0,0.0,0.0,0.0,5.312900066375732
2021-01-08,355244.0,-5.8,2.0,1375.75,496.25,-2200.5,0.0,31753.0,678727.2,48972.69,0.0,0.0,0.0,0.0,0.0,1745.0,0.0,0.0,0.0,0.0,5.40880012512207
2021-01-09,355244.0,-5.8,2.0,1375.75,496.25,-2200.5,0.0,31753.0,678727.2,48972.69,0.0,0.0,0.0,0.0,0.0,1745.0,0.0,0.0,0.0,0.0,5.40880012512207
2021-01-10,355244.0,-5.8,2.0,1375.75,496.25,-2200.5,0.0,31753.0,678727.2,48972.69,0.0,0.0,0.0,0.0,0.0,1745.0,0.0,0.0,0.0,0.0,5.40880012512207
2021-01-11,354778.0,-5.8,2.0,1374.5,492.25,-2200.5,0.0,31753.0,678727.2,48972.69,0.0,0.0,0.0,0.0,0.0,1745.0,0.0,0.0,0.0,0.0,5.412188053131104
2021-01-12,354710.0,-5.8,2.0,1422.0,517.25,-2200.5,0.0,31753.0,678727.2,48972.69,0.0,0.0,0.0,0.0,0.0,1745.0,0.0,0.0,0.0,0.0,5.48769998550415
2021-01-13,354932.0,-5.8,2.0,1411.0,524.5,-2200.5,0.0,31753.0,678727.2,48972.69,0.0,0.0,0.0,0.0,0.0,1745.0,0.0,0.0,0.0,0.0,5.321400165557861
2021-01-14,354988.0,-5.8,2.0,1436.5,534.25,-2200.5,0.0,31753.0,678727.2,48972.69,0.0,0.0,0.0,0.0,0.0,1745.0,0.0,0.0,0.0,0.0,5.297500133514404
2021-01-15,354801.0,-5.8,2.0,1416.75,531.5,-2200.5,0.0,31753.0,678727.2,48972.69,0.0,0.0,0.0,0.0,0.0,1745.0,0.0,0.0,0.0,0.0,5.195799827575684
2021-01-16,354801.0,-5.8,2.0,1416.75,531.5,-2200.5,0.0,31753.0,678727.2,48972.69,0.0,0.0,0.0,0.0,0.0,1745.0,0.0,0.0,0.0,0.0,5.195799827575684
2021-01-17,354801.0,-5.8,2.0,1416.75,531.5,-2200.5,0.0,31753.0,678727.2,48972.69,0.0,0.0,0.0,0.0,0.0,1745.0,0.0,0.0,0.0,0.0,5.195799827575684
2021-01-18,354796.0,-5.8,2.0,1416.75,531.5,-2200.5,0.0,31753.0,678727.2,48972.69,0.0,0.0,0.0,0.0,0.0,1745.0,0.0,0.0,0.0,0.0,5.291299819946289
2021-01-19,355050.0,-5.8,2.0,1385.75,526.0,-2200.5,0.0,31753.0,678727.2,48972.69,0.0,0.0,0.0,0.0,0.0,1745.0,0.0,0.0,0.0,0.0,5.2947998046875
2021-01-20,355209.0,-5.8,2.0,1369.5,522.0,-2200.5,0.0,31753.0,678727.2,48972.69,0.0,0.0,0.0,0.0,0.0,1745.0,0.0,0.0,0.0,0.0,5.3566999435424805
2021-01-21,355444.0,-5.8,2.0,1370.25,524.25,-2200.5,0.0,31753.0,678727.2,48972.69,0.0,0.0,0.0,0.0,0.0,1745.0,0.0,0.0,0.0,0.0,5.290500164031982
2021-01-22,355470.0,-5.8,2.0,1311.75,500.5,-2200.5,0.0,31753.0,678727.2,48972.69,0.0,0.0,0.0,0.0,0.0,1745.0,0.0,0.0,0.0,0.0,5.349500179290772
2021-01-23,355470.0,-5.8,2.0,1311.75,500.5,-2200.5,0.0,31753.0,678727.2,48972.69,0.0,0.0,0.0,0.0,0.0,1745.0,0.0,0.0,0.0,0.0,5.349500179290772
2021-01-24,355470.0,-5.8,2.0,1311.75,500.5,-2200.5,0.0,31753.0,678727.2,48972.69,0.0,0.0,0.0,0.0,0.0,1745.0,0.0,0.0,0.0,0.0,5.349500179290772
2021-01-25,355526.0,-5.8,2.0,1343.5,511.5,-2200.5,0.0,31753.0,678727.2,48972.69,0.0,0.0,0.0,0.0,0.0,1745.0,0.0,0.0,0.0,0.0,5.465499877929688
2021-01-26,355669.0,-5.8,2.0,1370.25,532.25,-2200.5,0.0,31753.0,678727.2,48972.69,0.0,0.0,0.0,0.0,0.0,1745.0,0.0,0.0,0.0,0.0,5.465499877929688
2021-01-27,355395.0,-5.8,2.0,1374.75,534.0,-2200.5,0.0,31753.0,678727.2,48972.69,0.0,0.0,0.0,0.0,0.0,1745.0,0.0,0.0,0.0,0.0,5.353799819946289
2021-01-28,355453.0,-5.8,2.0,1353.25,534.5,-2200.5,0.0,31753.0,678727.2,48972.69,0.0,0.0,0.0,0.0,0.0,1745.0,0.0,0.0,0.0,0.0,5.412600040435791
2021-01-29,355416.0,-5.8,2.0,1370.0,547.0,-2200.5,0.0,31753.0,678727.2,48972.69,0.0,0.0,0.0,0.0,0.0,1745.0,0.0,0.0,0.0,0.0,5.437989234924316
2021-01-30,355416.0,-5.8,2.0,1370.0,547.0,-2200.5,0.0,31753.0,678727.2,48972.69,0.0,0.0,0.0,0.0,0.0,1745.0,0.0,0.0,0.0,0.0,5.437989234924316
2021-01-31,355416.0,-5.8,2.0,1370.0,547.0,-2200.5,0.0,31753.0,678727.2,48972.69,0.0,0.0,0.0,0.0,0.0,1745.0,0.0,0.0,0.0,0.0,5.437989234924316
2021-02-01,355352.0,-5.8,2.0,1365.25,549.25,28.2,0.0,30133.0,707412.0,48972.69,0.0,0.0,0.0,0.0,0.0,1791.0,0.0,0.0,0.0,0.0,5.4608001708984375
2021-02-02,357729.0,-5.8,2.0,1354.75,543.0,28.2,0.0,30133.0,707412.0,48972.69,0.0,0.0,0.0,0.0,0.0,1791.0,0.0,0.0,0.0,0.0,5.430500030517578
2021-02-03,357742.0,-5.8,2.0,1371.25,552.0,28.2,0.0,30133.0,707412.0,48972.69,0.0,0.0,0.0,0.0,0.0,1791.0,0.0,0.0,0.0,0.0,5.366899967193604
2021-02-04,357560.0,-5.8,2.0,1372.5,550.0,28.2,0.0,30133.0,707412.0,48972.69,0.0,0.0,0.0,0.0,0.0,1791.0,0.0,0.0,0.0,0.0,5.352000236511231
2021-02-05,357753.0,-5.8,2.0,1366.75,548.5,28.2,0.0,30133.0,707412.0,48972.69,0.0,0.0,0.0,0.0,0.0,1791.0,0.0,0.0,0.0,0.0,5.4257001876831055
2021-02-06,357753.0,-5.8,2.0,1366.75,548.5,28.2,0.0,30133.0,707412.0,48972.69,0.0,0.0,0.0,0.0,0.0,1791.0,0.0,0.0,0.0,0.0,5.4257001876831055
2021-02-07,357753.0,-5.8,2.0,1366.75,548.5,28.2,0.0,30133.0,707412.0,48972.69,0.0,0.0,0.0,0.0,0.0,1791.0,0.0,0.0,0.0,0.0,5.4257001876831055
2021-02-08,358021.0,-5.8,2.0,1387.75,563.75,28.2,0.0,30133.0,707412.0,48972.69,0.0,0.0,0.0,0.0,0.0,1791.0,0.0,0.0,0.0,0.0,5.369200229644775
2021-02-09,358258.0,-5.8,2.0,1401.75,556.25,28.2,0.0,30133.0,707412.0,48972.69,0.0,0.0,0.0,0.0,0.0,1791.0,0.0,0.0,0.0,0.0,5.364299774169922
2021-02-10,358340.0,-5.8,2.0,1354.0,534.5,28.2,0.0,30133.0,707412.0,48972.69,0.0,0.0,0.0,0.0,0.0,1791.0,0.0,0.0,0.0,0.0,5.376699924468994
2021-02-11,358352.0,-5.8,2.0,1367.5,541.0,28.2,0.0,30133.0,707412.0,48972.69,0.0,0.0,0.0,0.0,0.0,1791.0,0.0,0.0,0.0,0.0,5.384900093078613
2021-02-12,358280.0,-5.8,2.0,1372.0,538.75,28.2,0.0,30133.0,707412.0,48972.69,0.0,0.0,0.0,0.0,0.0,1791.0,0.0,0.0,0.0,0.0,5.3653998374938965
2021-02-13,358280.0,-5.8,2.0,1372.0,538.75,28.2,0.0,30133.0,707412.0,48972.69,0.0,0.0,0.0,0.0,0.0,1791.0,0.0,0.0,0.0,0.0,5.3653998374938965
2021-02-14,358280.0,-5.8,2.0,1372.0,538.75,28.2,0.0,30133.0,707412.0,48972.69,0.0,0.0,0.0,0.0,0.0,1791.0,0.0,0.0,0.0,0.0,5.3653998374938965
2021-02-15,358280.0,-5.8,2.0,1372.0,538.75,28.2,0.0,30133.0,707412.0,48972.69,0.0,0.0,0.0,0.0,0.0,1791.0,0.0,0.0,0.0,0.0,5.368599891662598
2021-02-16,358280.0,-5.8,2.0,1384.75,552.25,28.2,0.0,30133.0,707412.0,48972.69,0.0,0.0,0.0,0.0,0.0,1791.0,0.0,0.0,0.0,0.0,5.368000030517578
2021-02-17,357570.0,-5.8,2.0,1383.75,553.0,28.2,0.0,30133.0,707412.0,48972.69,0.0,0.0,0.0,0.0,0.0,1791.0,0.0,0.0,0.0,0.0,5.369400024414063
2021-02-18,357592.0,-5.8,2.0,1375.0,550.25,28.2,0.0,30133.0,707412.0,48972.69,0.0,0.0,0.0,0.0,0.0,1791.0,0.0,0.0,0.0,0.0,5.409800052642822
2021-02-19,357627.0,-5.8,2.0,1377.25,542.75,28.2,0.0,30133.0,707412.0,48972.69,0.0,0.0,0.0,0.0,0.0,1791.0,0.0,0.0,0.0,0.0,5.42579984664917
2021-02-20,357627.0,-5.8,2.0,1377.25,542.75,28.2,0.0,30133.0,707412.0,48972.69,0.0,0.0,0.0,0.0,0.0,1791.0,0.0,0.0,0.0,0.0,5.42579984664917
2021-02-21,357627.0,-5.8,2.0,1377.25,542.75,28.2,0.0,30133.0,707412.0,48972.69,0.0,0.0,0.0,0.0,0.0,1791.0,0.0,0.0,0.0,0.0,5.42579984664917
2021-02-22,357685.0,-5.8,2.0,1383.75,551.0,28.2,0.0,30133.0,707412.0,48972.69,0.0,0.0,0.0,0.0,0.0,1791.0,0.0,0.0,0.0,0.0,5.38070011138916
2021-02-23,357872.0,-5.8,2.0,1406.0,553.75,28.2,0.0,30133.0,707412.0,48972.69,0.0,0.0,0.0,0.0,0.0,1791.0,0.0,0.0,0.0,0.0,5.463399887084961
2021-02-24,357551.0,-5.8,2.0,1423.75,559.25,28.2,0.0,30133.0,707412.0,48972.69,0.0,0.0,0.0,0.0,0.0,1791.0,0.0,0.0,0.0,0.0,5.439599990844727
2021-02-25,356962.0,-5.8,2.0,1406.0,554.75,28.2,0.0,30133.0,707412.0,48972.69,0.0,0.0,0.0,0.0,0.0,1791.0,0.0,0.0,0.0,0.0,5.402964115142822
2021-02-26,356070.0,-5.8,2.0,1405.25,555.5,28.2,0.0,30133.0,707412.0,48972.69,0.0,0.0,0.0,0.0,0.0,1791.0,0.0,0.0,0.0,0.0,5.528025150299072
2021-02-27,356070.0,-5.8,2.0,1405.25,555.5,28.2,0.0,30133.0,707412.0,48972.69,0.0,0.0,0.0,0.0,0.0,1791.0,0.0,0.0,0.0,0.0,5.528025150299072
2021-02-28,356070.0,-5.8,2.0,1405.25,555.5,28.2,0.0,30133.0,707412.0,48972.69,0.0,0.0,0.0,0.0,0.0,1791.0,0.0,0.0,0.0,0.0,5.528025150299072
2021-03-01,355048.0,-6.18,2.0,1392.5,547.5,-158.4,0.0,35166.0,770530.9,48972.69,0.0,0.0,0.0,0.0,0.0,1868.0,0.0,0.0,0.0,0.0,5.597599983215332
2021-03-02,355310.0,-6.18,2.0,1414.0,560.75,-158.4,0.0,35166.0,770530.9,48972.69,0.0,0.0,0.0,0.0,0.0,1868.0,0.0,0.0,0.0,0.0,5.640699863433838
2021-03-03,355075.0,-6.18,2.0,1410.75,550.25,-158.4,0.0,35166.0,770530.9,48972.69,0.0,0.0,0.0,0.0,0.0,1868.0,0.0,0.0,0.0,0.0,5.675099849700928
2021-03-04,352916.0,-6.18,2.0,1415.25,546.25,-158.4,0.0,35166.0,770530.9,48972.69,0.0,0.0,0.0,0.0,0.0,1868.0,0.0,0.0,0.0,0.0,5.617499828338623
2021-03-05,352022.0,-6.18,2.0,1434.25,562.0,-158.4,0.0,35166.0,770530.9,48972.69,0.0,0.0,0.0,0.0,0.0,1868.0,0.0,0.0,0.0,0.0,5.668300151824951
2021-03-06,352022.0,-6.18,2.0,1434.25,562.0,-158.4,0.0,35166.0,770530.9,48972.69,0.0,0.0,0.0,0.0,0.0,1868.0,0.0,0.0,0.0,0.0,5.668300151824951
2021-03-07,352022.0,-6.18,2.0,1434.25,562.0,-158.4,0.0,35166.0,770530.9,48972.69,0.0,0.0,0.0,0.0,0.0,1868.0,0.0,0.0,0.0,0.0,5.668300151824951
2021-03-08,351696.0,-6.18,2.0,1437.75,565.0,-158.4,0.0,35166.0,770530.9,48972.69,0.0,0.0,0.0,0.0,0.0,1868.0,0.0,0.0,0.0,0.0,5.689499855041504
2021-03-09,351962.0,-6.18,2.0,1441.25,562.0,-158.4,0.0,35166.0,770530.9,48972.69,0.0,0.0,0.0,0.0,0.0,1868.0,0.0,0.0,0.0,0.0,5.874599933624268
2021-03-10,352235.0,-6.18,2.0,1411.5,547.75,-158.4,0.0,35166.0,770530.9,48972.69,0.0,0.0,0.0,0.0,0.0,1868.0,0.0,0.0,0.0,0.0,5.801499843597412
2021-03-11,352696.0,-6.18,2.0,1415.5,555.0,-158.4,0.0,35166.0,770530.9,48972.69,0.0,0.0,0.0,0.0,0.0,1868.0,0.0,0.0,0.0,0.0,5.67110013961792
2021-03-12,351813.0,-6.18,2.0,1415.75,549.25,-158.4,0.0,35166.0,770530.9,48972.69,0.0,0.0,0.0,0.0,0.0,1868.0,0.0,0.0,0.0,0.0,5.534800052642822
2021-03-13,351813.0,-6.18,2.0,1415.75,549.25,-158.4,0.0,35166.0,770530.9,48972.69,0.0,0.0,0.0,0.0,0.0,1868.0,0.0,0.0,0.0,0.0,5.534800052642822
2021-03-14,351813.0,-6.18,2.0,1415.75,549.25,-158.4,0.0,35166.0,770530.9,48972.69,0.0,0.0,0.0,0.0,0.0,1868.0,0.0,0.0,0.0,0.0,5.534800052642822
2021-03-15,352017.0,-6.18,2.0,1419.5,549.5,-158.4,0.0,35166.0,770530.9,48972.69,0.0,0.0,0.0,0.0,0.0,1868.0,0.0,0.0,0.0,0.0,5.495155811309815
2021-03-16,352152.0,-6.18,2.0,1423.25,554.25,-158.4,0.0,35166.0,770530.9,48972.69,0.0,0.0,0.0,0.0,0.0,1868.0,0.0,0.0,0.0,0.0,5.614500045776367
2021-03-17,350924.0,-6.18,2.0,1417.75,558.0,-158.4,0.0,35166.0,770530.9,48972.69,0.0,0.0,0.0,0.0,0.0,1868.0,0.0,0.0,0.0,0.0,5.6234002113342285
2021-03-18,350876.0,-6.18,2.75,1392.25,546.5,-158.4,0.0,35166.0,770530.9,48972.69,0.0,0.0,0.0,0.0,0.0,1868.0,0.0,0.0,0.0,0.0,5.583099842071533
2021-03-19,350887.0,-6.18,2.75,1416.25,557.75,-158.4,0.0,35166.0,770530.9,48972.69,0.0,0.0,0.0,0.0,0.0,1868.0,0.0,0.0,0.0,0.0,5.558700084686279
2021-03-20,350887.0,-6.18,2.75,1416.25,557.75,-158.4,0.0,35166.0,770530.9,48972.69,0.0,0.0,0.0,0.0,0.0,1868.0,0.0,0.0,0.0,0.0,5.558700084686279
2021-03-21,350887.0,-6.18,2.75,1416.25,557.75,-158.4,0.0,35166.0,770530.9,48972.69,0.0,0.0,0.0,0.0,0.0,1868.0,0.0,0.0,0.0,0.0,5.558700084686279
2021-03-22,351075.0,-6.18,2.75,1417.5,549.0,-158.4,0.0,35166.0,770530.9,48972.69,0.0,0.0,0.0,0.0,0.0,1868.0,0.0,0.0,0.0,0.0,5.493563175201416
2021-03-23,350956.0,-6.18,2.75,1423.25,551.25,-158.4,0.0,35166.0,770530.9,48972.69,0.0,0.0,0.0,0.0,0.0,1868.0,0.0,0.0,0.0,0.0,5.505499839782715
2021-03-24,350879.0,-6.18,2.75,1432.75,553.25,-158.4,0.0,35166.0,770530.9,48972.69,0.0,0.0,0.0,0.0,0.0,1868.0,0.0,0.0,0.0,0.0,5.520400047302246
2021-03-25,350832.0,-6.18,2.75,1414.25,546.5,-158.4,0.0,35166.0,770530.9,48972.69,0.0,0.0,0.0,0.0,0.0,1868.0,0.0,0.0,0.0,0.0,5.61959981918335
2021-03-26,350940.0,-6.18,2.75,1400.5,552.5,-158.4,0.0,35166.0,770530.9,48972.69,0.0,0.0,0.0,0.0,0.0,1868.0,0.0,0.0,0.0,0.0,5.648399829864502
2021-03-27,350940.0,-6.18,2.75,1400.5,552.5,-158.4,0.0,35166.0,770530.9,48972.69,0.0,0.0,0.0,0.0,0.0,1868.0,0.0,0.0,0.0,0.0,5.648399829864502
2021-03-28,350940.0,-6.18,2.75,1400.5,552.5,-158.4,0.0,35166.0,770530.9,48972.69,0.0,0.0,0.0,0.0,0.0,1868.0,0.0,0.0,0.0,0.0,5.648399829864502
2021-03-29,347663.0,-6.18,2.75,1393.0,546.75,-158.4,0.0,35166.0,770530.9,48972.69,0.0,0.0,0.0,0.0,0.0,1868.0,0.0,0.0,0.0,0.0,5.752399921417236
2021-03-30,347171.0,-6.18,2.75,1366.75,539.25,-158.4,0.0,35166.0,770530.9,48972.69,0.0,0.0,0.0,0.0,0.0,1868.0,0.0,0.0,0.0,0.0,5.780799865722656
2021-03-31,347413.0,-6.18,2.75,1436.75,564.25,-158.4,0.0,35166.0,770530.9,48972.69,0.0,0.0,0.0,0.0,0.0,1868.0,0.0,0.0,0.0,0.0,5.771599769592285
2021-04-01,347587.0,-5.29,2.75,1402.0,559.75,9337.7,0.0,36436.0,738481.8,48972.69,0.0,0.0,0.0,0.0,0.0,1801.0,0.0,0.0,0.0,0.0,5.63129997253418
2021-04-02,347587.0,-5.29,2.75,1402.0,559.75,9337.7,0.0,36436.0,738481.8,48972.69,0.0,0.0,0.0,0.0,0.0,1801.0,0.0,0.0,0.0,0.0,5.707399845123291
2021-04-03,347587.0,-5.29,2.75,1402.0,559.75,9337.7,0.0,36436.0,738481.8,48972.69,0.0,0.0,0.0,0.0,0.0,1801.0,0.0,0.0,0.0,0.0,5.707399845123291
2021-04-04,347587.0,-5.29,2.75,1402.0,559.75,9337.7,0.0,36436.0,738481.8,48972.69,0.0,0.0,0.0,0.0,0.0,1801.0,0.0,0.0,0.0,0.0,5.707399845123291
2021-04-05,348017.0,-5.29,2.75,1412.75,553.25,9337.7,0.0,36436.0,738481.8,48972.69,0.0,0.0,0.0,0.0,0.0,1801.0,0.0,0.0,0.0,0.0,5.710599899291992
2021-04-06,348448.0,-5.29,2.75,1418.75,554.25,9337.7,0.0,36436.0,738481.8,48972.69,0.0,0.0,0.0,0.0,0.0,1801.0,0.0,0.0,0.0,0.0,5.662700176239014
2021-04-07,348653.0,-5.29,2.75,1408.75,560.5,9337.7,0.0,36436.0,738481.8,48972.69,0.0,0.0,0.0,0.0,0.0,1801.0,0.0,0.0,0.0,0.0,5.593200206756592
2021-04-08,348796.0,-5.29,2.75,1415.25,579.75,9337.7,0.0,36436.0,738481.8,48972.69,0.0,0.0,0.0,0.0,0.0,1801.0,0.0,0.0,0.0,0.0,5.612100124359131
2021-04-09,348647.0,-5.29,2.75,1403.0,577.25,9337.7,0.0,36436.0,738481.8,48972.69,0.0,0.0,0.0,0.0,0.0,1801.0,0.0,0.0,0.0,0.0,5.566599845886231
2021-04-10,348647.0,-5.29,2.75,1403.0,577.25,9337.7,0.0,36436.0,738481.8,48972.69,0.0,0.0,0.0,0.0,0.0,1801.0,0.0,0.0,0.0,0.0,5.566599845886231
2021-04-11,348647.0,-5.29,2.75,1403.0,577.25,9337.7,0.0,36436.0,738481.8,48972.69,0.0,0.0,0.0,0.0,0.0,1801.0,0.0,0.0,0.0,0.0,5.566599845886231
2021-04-12,348583.0,-5.29,2.75,1382.0,569.0,9337.7,0.0,36436.0,738481.8,48972.69,0.0,0.0,0.0,0.0,0.0,1801.0,0.0,0.0,0.0,0.0,5.679299831390381
2021-04-13,348851.0,-5.29,2.75,1389.5,580.0,9337.7,0.0,36436.0,738481.8,48972.69,0.0,0.0,0.0,0.0,0.0,1801.0,0.0,0.0,0.0,0.0,5.732200145721436
2021-04-14,349013.0,-5.29,2.75,1410.0,594.0,9337.7,0.0,36436.0,738481.8,48972.69,0.0,0.0,0.0,0.0,0.0,1801.0,0.0,0.0,0.0,0.0,5.716300010681152
2021-04-15,349394.0,-5.29,2.75,1418.25,590.0,9337.7,0.0,36436.0,738481.8,48972.69,0.0,0.0,0.0,0.0,0.0,1801.0,0.0,0.0,0.0,0.0,5.652900218963623
2021-04-16,349468.0,-5.29,2.75,1433.25,585.5,9337.7,0.0,36436.0,738481.8,48972.69,0.0,0.0,0.0,0.0,0.0,1801.0,0.0,0.0,0.0,0.0,5.614999771118164
2021-04-17,349468.0,-5.29,2.75,1433.25,585.5,9337.7,0.0,36436.0,738481.8,48972.69,0.0,0.0,0.0,0.0,0.0,1801.0,0.0,0.0,0.0,0.0,5.614999771118164
2021-04-18,349468.0,-5.29,2.75,1433.25,585.5,9337.7,0.0,36436.0,738481.8,48972.69,0.0,0.0,0.0,0.0,0.0,1801.0,0.0,0.0,0.0,0.0,5.614999771118164
2021-04-19,349692.0,-5.29,2.75,1449.75,592.0,9337.7,0.0,36436.0,738481.8,48972.69,0.0,0.0,0.0,0.0,0.0,1801.0,0.0,0.0,0.0,0.0,5.5858001708984375
2021-04-20,349760.0,-5.29,2.75,1472.0,606.5,9337.7,0.0,36436.0,738481.8,48972.69,0.0,0.0,0.0,0.0,0.0,1801.0,0.0,0.0,0.0,0.0,5.545300006866455
2021-04-21,349760.0,-5.29,2.75,1497.25,625.5,9337.7,0.0,36436.0,738481.8,48972.69,0.0,0.0,0.0,0.0,0.0,1801.0,0.0,0.0,0.0,0.0,5.56790018081665
2021-04-22,349690.0,-5.29,2.75,1533.25,650.5,9337.7,0.0,36436.0,738481.8,48972.69,0.0,0.0,0.0,0.0,0.0,1801.0,0.0,0.0,0.0,0.0,5.56790018081665
2021-04-23,349813.0,-5.29,2.75,1539.75,655.5,9337.7,0.0,36436.0,738481.8,48972.69,0.0,0.0,0.0,0.0,0.0,1801.0,0.0,0.0,0.0,0.0,5.44320011138916
2021-04-24,349813.0,-5.29,2.75,1539.75,655.5,9337.7,0.0,36436.0,738481.8,48972.69,0.0,0.0,0.0,0.0,0.0,1801.0,0.0,0.0,0.0,0.0,5.44320011138916
2021-04-25,349813.0,-5.29,2.75,1539.75,655.5,9337.7,0.0,36436.0,738481.8,48972.69,0.0,0.0,0.0,0.0,0.0,1801.0,0.0,0.0,0.0,0.0,5.44320011138916
2021-04-26,351097.0,-5.29,2.75,1569.0,680.5,9337.7,0.0,36436.0,738481.8,48972.69,0.0,0.0,0.0,0.0,0.0,1801.0,0.0,0.0,0.0,0.0,5.477200031280518
2021-04-27,351044.0,-5.29,2.75,1549.75,695.5,9337.7,0.0,36436.0,738481.8,48972.69,0.0,0.0,0.0,0.0,0.0,1801.0,0.0,0.0,0.0,0.0,5.435299873352051
2021-04-28,351103.0,-5.29,2.75,1557.75,686.25,9337.7,0.0,36436.0,738481.8,48972.69,0.0,0.0,0.0,0.0,0.0,1801.0,0.0,0.0,0.0,0.0,5.451000213623047
2021-04-29,351230.0,-5.29,2.75,1542.5,702.0,9337.7,0.0,36436.0,738481.8,48972.69,0.0,0.0,0.0,0.0,0.0,1801.0,0.0,0.0,0.0,0.0,5.341400146484375
2021-04-30,350996.0,-5.29,2.75,1571.0,740.0,9337.7,0.0,36436.0,738481.8,48972.69,0.0,0.0,0.0,0.0,0.0,1801.0,0.0,0.0,0.0,0.0,5.336400032043457
2021-05-01,350996.0,-4.7,2.75,1571.0,740.0,8132.8,0.0,32722.0,731729.1,48972.69,0.0,0.0,0.0,0.0,0.0,1799.0,0.0,0.0,0.0,0.0,5.336400032043457
2021-05-02,350996.0,-4.7,2.75,1571.0,740.0,8132.8,0.0,32722.0,731729.1,48972.69,0.0,0.0,0.0,0.0,0.0,1799.0,0.0,0.0,0.0,0.0,5.336400032043457
2021-05-03,351354.0,-4.7,2.75,1560.25,732.25,8132.8,0.0,32722.0,731729.1,48972.69,0.0,0.0,0.0,0.0,0.0,1799.0,0.0,0.0,0.0,0.0,5.439700126647949
2021-05-04,352014.0,-4.7,2.75,1577.0,744.75,8132.8,0.0,32722.0,731729.1,48972.69,0.0,0.0,0.0,0.0,0.0,1799.0,0.0,0.0,0.0,0.0,5.43809986114502
2021-05-05,352157.0,-4.7,2.75,1582.0,753.25,8132.8,0.0,32722.0,731729.1,48972.69,0.0,0.0,0.0,0.0,0.0,1799.0,0.0,0.0,0.0,0.0,5.442599773406982
2021-05-06,352457.0,-4.7,3.5,1605.5,759.5,8132.8,0.0,32722.0,731729.1,48972.69,0.0,0.0,0.0,0.0,0.0,1799.0,0.0,0.0,0.0,0.0,5.352700233459473
2021-05-07,353085.0,-4.7,3.5,1621.0,772.75,8132.8,0.0,32722.0,731729.1,48972.69,0.0,0.0,0.0,0.0,0.0,1799.0,0.0,0.0,0.0,0.0,5.273430824279785
2021-05-08,353085.0,-4.7,3.5,1621.0,772.75,8132.8,0.0,32722.0,731729.1,48972.69,0.0,0.0,0.0,0.0,0.0,1799.0,0.0,0.0,0.0,0.0,5.273430824279785
