Date,Value,source,feature_code,description
2020-11-06,355394.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2020-11-06,5.523399829864502,yahoo,DOLAR,Dólar/Real
2020-11-06,2.0,bcb,SELIC,Taxa Selic
2020-11-07,2.0,bcb,SELIC,Taxa Selic
2020-11-08,2.0,bcb,SELIC,Taxa Selic
2020-11-09,2.0,bcb,SELIC,Taxa Selic
2020-11-09,1105.0,yahoo,SOJA_US,Soja EUA (Futuros)
2020-11-09,354695.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2020-11-09,407.5,yahoo,MILHO_US,Milho EUA (Futuros)
2020-11-09,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2020-11-09,5.36269998550415,yahoo,DOLAR,Dólar/Real
2020-11-10,423.0,yahoo,MILHO_US,Milho EUA (Futuros)
2020-11-10,1138.25,yahoo,SOJA_US,Soja EUA (Futuros)
2020-11-10,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2020-11-10,354835.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2020-11-10,2.0,bcb,SELIC,Taxa Selic
2020-11-10,5.384699821472168,yahoo,DOLAR,Dólar/Real
2020-11-11,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2020-11-11,5.413899898529053,yahoo,DOLAR,Dólar/Real
2020-11-11,354652.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2020-11-11,1143.25,yahoo,SOJA_US,Soja EUA (Futuros)
2020-11-11,417.25,yahoo,MILHO_US,Milho EUA (Futuros)
2020-11-11,2.0,bcb,SELIC,Taxa Selic
2020-11-12,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2020-11-12,2.0,bcb,SELIC,Taxa Selic
2020-11-12,1137.0,yahoo,SOJA_US,Soja EUA (Futuros)
2020-11-12,354946.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2020-11-12,408.25,yahoo,MILHO_US,Milho EUA (Futuros)
2020-11-12,5.389999866485596,yahoo,DOLAR,Dólar/Real
2020-11-13,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2020-11-13,1141.5,yahoo,SOJA_US,Soja EUA (Futuros)
2020-11-13,355147.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2020-11-13,5.456699848175049,yahoo,DOLAR,Dólar/Real
2020-11-13,2.0,bcb,SELIC,Taxa Selic
2020-11-13,410.5,yahoo,MILHO_US,Milho EUA (Futuros)
2020-11-14,2.0,bcb,SELIC,Taxa Selic
2020-11-15,2.0,bcb,SELIC,Taxa Selic
2020-11-16,416.25,yahoo,MILHO_US,Milho EUA (Futuros)
2020-11-16,2.0,bcb,SELIC,Taxa Selic
2020-11-16,1153.5,yahoo,SOJA_US,Soja EUA (Futuros)
2020-11-16,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2020-11-16,5.456999778747559,yahoo,DOLAR,Dólar/Real
2020-11-16,355285.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2020-11-17,355525.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2020-11-17,5.414899826049805,yahoo,DOLAR,Dólar/Real
2020-11-17,1169.75,yahoo,SOJA_US,Soja EUA (Futuros)
2020-11-17,420.25,yahoo,MILHO_US,Milho EUA (Futuros)
2020-11-17,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2020-11-17,2.0,bcb,SELIC,Taxa Selic
2020-11-18,2.0,bcb,SELIC,Taxa Selic
2020-11-18,355511.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2020-11-18,5.327199935913086,yahoo,DOLAR,Dólar/Real
2020-11-18,425.75,yahoo,MILHO_US,Milho EUA (Futuros)
2020-11-18,1175.75,yahoo,SOJA_US,Soja EUA (Futuros)
2020-11-18,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2020-11-19,2.0,bcb,SELIC,Taxa Selic
2020-11-19,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2020-11-19,355371.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2020-11-19,5.361700057983398,yahoo,DOLAR,Dólar/Real
2020-11-19,1177.5,yahoo,SOJA_US,Soja EUA (Futuros)
2020-11-19,422.5,yahoo,MILHO_US,Milho EUA (Futuros)
2020-11-20,423.25,yahoo,MILHO_US,Milho EUA (Futuros)
2020-11-20,355533.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2020-11-20,2.0,bcb,SELIC,Taxa Selic
2020-11-20,1181.0,yahoo,SOJA_US,Soja EUA (Futuros)
2020-11-20,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2020-11-20,5.304500102996826,yahoo,DOLAR,Dólar/Real
2020-11-21,2.0,bcb,SELIC,Taxa Selic
2020-11-22,2.0,bcb,SELIC,Taxa Selic
2020-11-23,426.5,yahoo,MILHO_US,Milho EUA (Futuros)
2020-11-23,355364.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2020-11-23,2.0,bcb,SELIC,Taxa Selic
2020-11-23,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2020-11-23,1191.5,yahoo,SOJA_US,Soja EUA (Futuros)
2020-11-23,5.3780999183654785,yahoo,DOLAR,Dólar/Real
2020-11-24,5.4405999183654785,yahoo,DOLAR,Dólar/Real
2020-11-24,425.75,yahoo,MILHO_US,Milho EUA (Futuros)
2020-11-24,355525.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2020-11-24,2.0,bcb,SELIC,Taxa Selic
2020-11-24,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2020-11-24,1191.25,yahoo,SOJA_US,Soja EUA (Futuros)
2020-11-25,420.0,yahoo,MILHO_US,Milho EUA (Futuros)
2020-11-25,5.372600078582764,yahoo,DOLAR,Dólar/Real
2020-11-25,355796.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2020-11-25,2.0,bcb,SELIC,Taxa Selic
2020-11-25,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2020-11-25,1184.0,yahoo,SOJA_US,Soja EUA (Futuros)
2020-11-26,2.0,bcb,SELIC,Taxa Selic
2020-11-26,355808.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2020-11-26,5.3225998878479,yahoo,DOLAR,Dólar/Real
2020-11-26,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2020-11-27,1191.75,yahoo,SOJA_US,Soja EUA (Futuros)
2020-11-27,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2020-11-27,2.0,bcb,SELIC,Taxa Selic
2020-11-27,425.5,yahoo,MILHO_US,Milho EUA (Futuros)
2020-11-27,355890.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2020-11-27,5.335299968719482,yahoo,DOLAR,Dólar/Real
2020-11-28,2.0,bcb,SELIC,Taxa Selic
2020-11-29,2.0,bcb,SELIC,Taxa Selic
2020-11-30,2.0,bcb,SELIC,Taxa Selic
2020-11-30,419.75,yahoo,MILHO_US,Milho EUA (Futuros)
2020-11-30,356004.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2020-11-30,5.34250020980835,yahoo,DOLAR,Dólar/Real
2020-11-30,1168.5,yahoo,SOJA_US,Soja EUA (Futuros)
2020-11-30,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2020-12-01,38405.0,bcb,MILHO_BR,Milho Brasil - Preço Médio Atacado
2020-12-01,2.0,bcb,SELIC,Taxa Selic
2020-12-01,1162.0,yahoo,SOJA_US,Soja EUA (Futuros)
2020-12-01,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2020-12-01,38118.0,bcb,FRETES,Índice de Fretes
2020-12-01,-4.83,bcb,DIVIDA_PUBLICA,Dívida Pública
2020-12-01,-1464.4,bcb,BALANCA_COMERCIAL,Balança Comercial
2020-12-01,414.75,yahoo,MILHO_US,Milho EUA (Futuros)
2020-12-01,-26883253.0,bcb,CDS,Brazil CDS 5Y
2020-12-01,78761.0,bcb,SOJA_BR,Soja Brasil - Preço Médio Atacado
2020-12-01,356016.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2020-12-01,1867.0,bcb,ENERGIA,Energia Elétrica
2020-12-01,5.331099987030029,yahoo,DOLAR,Dólar/Real
2020-12-01,1102.2,bcb,INVESTIMENTO_ESTRANGEIRO,Investimento Estrangeiro
2020-12-01,705904.5,bcb,PIB_BR,PIB Brasil
2020-12-02,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2020-12-02,1153.0,yahoo,SOJA_US,Soja EUA (Futuros)
2020-12-02,2.0,bcb,SELIC,Taxa Selic
2020-12-02,5.204899787902832,yahoo,DOLAR,Dólar/Real
2020-12-02,356204.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2020-12-02,419.0,yahoo,MILHO_US,Milho EUA (Futuros)
2020-12-03,5.216300010681152,yahoo,DOLAR,Dólar/Real
2020-12-03,422.5,yahoo,MILHO_US,Milho EUA (Futuros)
2020-12-03,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2020-12-03,1168.25,yahoo,SOJA_US,Soja EUA (Futuros)
2020-12-03,2.0,bcb,SELIC,Taxa Selic
2020-12-03,356767.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2020-12-04,2.0,bcb,SELIC,Taxa Selic
2020-12-04,5.151000022888184,yahoo,DOLAR,Dólar/Real
2020-12-04,356684.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2020-12-04,1163.0,yahoo,SOJA_US,Soja EUA (Futuros)
2020-12-04,417.0,yahoo,MILHO_US,Milho EUA (Futuros)
2020-12-04,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2020-12-05,2.0,bcb,SELIC,Taxa Selic
2020-12-06,2.0,bcb,SELIC,Taxa Selic
2020-12-07,2.0,bcb,SELIC,Taxa Selic
2020-12-07,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2020-12-07,356890.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2020-12-07,5.154399871826172,yahoo,DOLAR,Dólar/Real
2020-12-07,1158.5,yahoo,SOJA_US,Soja EUA (Futuros)
2020-12-07,419.5,yahoo,MILHO_US,Milho EUA (Futuros)
2020-12-08,2.0,bcb,SELIC,Taxa Selic
2020-12-08,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2020-12-08,356988.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2020-12-08,5.098299980163574,yahoo,DOLAR,Dólar/Real
2020-12-08,417.0,yahoo,MILHO_US,Milho EUA (Futuros)
2020-12-08,1145.75,yahoo,SOJA_US,Soja EUA (Futuros)
2020-12-09,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2020-12-09,356735.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2020-12-09,1158.5,yahoo,SOJA_US,Soja EUA (Futuros)
2020-12-09,5.119699954986572,yahoo,DOLAR,Dólar/Real
2020-12-09,422.0,yahoo,MILHO_US,Milho EUA (Futuros)
2020-12-09,2.0,bcb,SELIC,Taxa Selic
2020-12-10,2.0,bcb,SELIC,Taxa Selic
2020-12-10,420.25,yahoo,MILHO_US,Milho EUA (Futuros)
2020-12-10,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2020-12-10,356785.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2020-12-10,1152.75,yahoo,SOJA_US,Soja EUA (Futuros)
2020-12-10,5.1697001457214355,yahoo,DOLAR,Dólar/Real
2020-12-11,5.024199962615967,yahoo,DOLAR,Dólar/Real
2020-12-11,424.25,yahoo,MILHO_US,Milho EUA (Futuros)
2020-12-11,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2020-12-11,2.0,bcb,SELIC,Taxa Selic
2020-12-11,1160.5,yahoo,SOJA_US,Soja EUA (Futuros)
2020-12-11,356933.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2020-12-12,2.0,bcb,SELIC,Taxa Selic
2020-12-13,2.0,bcb,SELIC,Taxa Selic
2020-12-14,1169.5,yahoo,SOJA_US,Soja EUA (Futuros)
2020-12-14,2.0,bcb,SELIC,Taxa Selic
2020-12-14,356958.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2020-12-14,419.25,yahoo,MILHO_US,Milho EUA (Futuros)
2020-12-14,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2020-12-14,5.064199924468994,yahoo,DOLAR,Dólar/Real
2020-12-15,1184.25,yahoo,SOJA_US,Soja EUA (Futuros)
2020-12-15,357187.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2020-12-15,2.0,bcb,SELIC,Taxa Selic
2020-12-15,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2020-12-15,424.75,yahoo,MILHO_US,Milho EUA (Futuros)
2020-12-15,5.117700099945068,yahoo,DOLAR,Dólar/Real
2020-12-16,427.25,yahoo,MILHO_US,Milho EUA (Futuros)
2020-12-16,1183.75,yahoo,SOJA_US,Soja EUA (Futuros)
2020-12-16,357438.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2020-12-16,5.078884124755859,yahoo,DOLAR,Dólar/Real
2020-12-16,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2020-12-16,2.0,bcb,SELIC,Taxa Selic
2020-12-17,357813.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2020-12-17,432.5,yahoo,MILHO_US,Milho EUA (Futuros)
2020-12-17,1201.25,yahoo,SOJA_US,Soja EUA (Futuros)
2020-12-17,5.083199977874756,yahoo,DOLAR,Dólar/Real
2020-12-17,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2020-12-17,2.0,bcb,SELIC,Taxa Selic
2020-12-18,357692.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2020-12-18,1220.0,yahoo,SOJA_US,Soja EUA (Futuros)
2020-12-18,2.0,bcb,SELIC,Taxa Selic
2020-12-18,437.5,yahoo,MILHO_US,Milho EUA (Futuros)
2020-12-18,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2020-12-18,5.0569000244140625,yahoo,DOLAR,Dólar/Real
2020-12-19,2.0,bcb,SELIC,Taxa Selic
2020-12-20,2.0,bcb,SELIC,Taxa Selic
2020-12-21,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2020-12-21,2.0,bcb,SELIC,Taxa Selic
2020-12-21,1243.25,yahoo,SOJA_US,Soja EUA (Futuros)
2020-12-21,5.100599765777588,yahoo,DOLAR,Dólar/Real
2020-12-21,440.0,yahoo,MILHO_US,Milho EUA (Futuros)
2020-12-21,357473.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2020-12-22,1247.25,yahoo,SOJA_US,Soja EUA (Futuros)
2020-12-22,2.0,bcb,SELIC,Taxa Selic
2020-12-22,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2020-12-22,5.118937969207764,yahoo,DOLAR,Dólar/Real
2020-12-22,355390.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2020-12-22,443.5,yahoo,MILHO_US,Milho EUA (Futuros)
2020-12-23,5.1566548347473145,yahoo,DOLAR,Dólar/Real
2020-12-23,447.25,yahoo,MILHO_US,Milho EUA (Futuros)
2020-12-23,355470.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2020-12-23,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2020-12-23,2.0,bcb,SELIC,Taxa Selic
2020-12-23,1258.75,yahoo,SOJA_US,Soja EUA (Futuros)
2020-12-24,2.0,bcb,SELIC,Taxa Selic
2020-12-24,1263.5,yahoo,SOJA_US,Soja EUA (Futuros)
2020-12-24,451.0,yahoo,MILHO_US,Milho EUA (Futuros)
2020-12-24,355622.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2020-12-24,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2020-12-24,5.2153000831604,yahoo,DOLAR,Dólar/Real
2020-12-25,2.0,bcb,SELIC,Taxa Selic
2020-12-25,5.2153000831604,yahoo,DOLAR,Dólar/Real
2020-12-26,2.0,bcb,SELIC,Taxa Selic
2020-12-27,2.0,bcb,SELIC,Taxa Selic
2020-12-28,355615.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2020-12-28,2.0,bcb,SELIC,Taxa Selic
2020-12-28,5.2153000831604,yahoo,DOLAR,Dólar/Real
2020-12-28,456.5,yahoo,MILHO_US,Milho EUA (Futuros)
2020-12-28,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2020-12-28,1255.25,yahoo,SOJA_US,Soja EUA (Futuros)
2020-12-29,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2020-12-29,355837.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2020-12-29,2.0,bcb,SELIC,Taxa Selic
2020-12-29,466.0,yahoo,MILHO_US,Milho EUA (Futuros)
2020-12-29,5.2459001541137695,yahoo,DOLAR,Dólar/Real
2020-12-29,1295.5,yahoo,SOJA_US,Soja EUA (Futuros)
2020-12-30,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2020-12-30,1303.75,yahoo,SOJA_US,Soja EUA (Futuros)
2020-12-30,5.208600044250488,yahoo,DOLAR,Dólar/Real
2020-12-30,474.5,yahoo,MILHO_US,Milho EUA (Futuros)
2020-12-30,355517.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2020-12-30,2.0,bcb,SELIC,Taxa Selic
2020-12-31,1315.25,yahoo,SOJA_US,Soja EUA (Futuros)
2020-12-31,355620.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2020-12-31,484.0,yahoo,MILHO_US,Milho EUA (Futuros)
2020-12-31,2.0,bcb,SELIC,Taxa Selic
2020-12-31,5.190838813781738,yahoo,DOLAR,Dólar/Real
2020-12-31,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2021-01-01,2.0,bcb,SELIC,Taxa Selic
2021-01-01,5.1921000480651855,yahoo,DOLAR,Dólar/Real
2021-01-01,48972.69,bcb,CUSTO_LOGISTICA,Custo Logístico
2021-01-01,1745.0,bcb,ENERGIA,Energia Elétrica
2021-01-01,210104.0,bcb,BALTIC_DRY,Baltic Dry Index
2021-01-01,-2200.5,bcb,BALANCA_COMERCIAL,Balança Comercial
2021-01-01,-5.8,bcb,DIVIDA_PUBLICA,Dívida Pública
2021-01-01,25918.0,bcb,MILHO_BR,Milho Brasil - Preço Médio Atacado
2021-01-01,31753.0,bcb,FRETES,Índice de Fretes
2021-01-01,-48855220.0,bcb,CDS,Brazil CDS 5Y
2021-01-01,678727.2,bcb,PIB_BR,PIB Brasil
2021-01-01,3398.0,bcb,INVESTIMENTO_ESTRANGEIRO,Investimento Estrangeiro
2021-01-02,2.0,bcb,SELIC,Taxa Selic
2021-01-03,2.0,bcb,SELIC,Taxa Selic
2021-01-04,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2021-01-04,483.75,yahoo,MILHO_US,Milho EUA (Futuros)
2021-01-04,1316.5,yahoo,SOJA_US,Soja EUA (Futuros)
2021-01-04,355760.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2021-01-04,5.19189977645874,yahoo,DOLAR,Dólar/Real
2021-01-04,2.0,bcb,SELIC,Taxa Selic
2021-01-05,5.295300006866455,yahoo,DOLAR,Dólar/Real
2021-01-05,1350.0,yahoo,SOJA_US,Soja EUA (Futuros)
2021-01-05,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2021-01-05,491.75,yahoo,MILHO_US,Milho EUA (Futuros)
2021-01-05,355847.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2021-01-05,2.0,bcb,SELIC,Taxa Selic
2021-01-06,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2021-01-06,2.0,bcb,SELIC,Taxa Selic
2021-01-06,5.28410005569458,yahoo,DOLAR,Dólar/Real
2021-01-06,355515.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2021-01-06,495.0,yahoo,MILHO_US,Milho EUA (Futuros)
2021-01-06,1365.25,yahoo,SOJA_US,Soja EUA (Futuros)
2021-01-07,1360.5,yahoo,SOJA_US,Soja EUA (Futuros)
2021-01-07,355437.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2021-01-07,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2021-01-07,5.312900066375732,yahoo,DOLAR,Dólar/Real
2021-01-07,2.0,bcb,SELIC,Taxa Selic
2021-01-07,494.0,yahoo,MILHO_US,Milho EUA (Futuros)
2021-01-08,5.40880012512207,yahoo,DOLAR,Dólar/Real
2021-01-08,355244.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2021-01-08,496.25,yahoo,MILHO_US,Milho EUA (Futuros)
2021-01-08,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2021-01-08,2.0,bcb,SELIC,Taxa Selic
2021-01-08,1375.75,yahoo,SOJA_US,Soja EUA (Futuros)
2021-01-09,2.0,bcb,SELIC,Taxa Selic
2021-01-10,2.0,bcb,SELIC,Taxa Selic
2021-01-11,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2021-01-11,5.4121880531311035,yahoo,DOLAR,Dólar/Real
2021-01-11,354778.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2021-01-11,492.25,yahoo,MILHO_US,Milho EUA (Futuros)
2021-01-11,2.0,bcb,SELIC,Taxa Selic
2021-01-11,1374.5,yahoo,SOJA_US,Soja EUA (Futuros)
2021-01-12,2.0,bcb,SELIC,Taxa Selic
2021-01-12,354710.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2021-01-12,5.48769998550415,yahoo,DOLAR,Dólar/Real
2021-01-12,517.25,yahoo,MILHO_US,Milho EUA (Futuros)
2021-01-12,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2021-01-12,1422.0,yahoo,SOJA_US,Soja EUA (Futuros)
2021-01-13,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2021-01-13,2.0,bcb,SELIC,Taxa Selic
2021-01-13,354932.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2021-01-13,524.5,yahoo,MILHO_US,Milho EUA (Futuros)
2021-01-13,5.321400165557861,yahoo,DOLAR,Dólar/Real
2021-01-13,1411.0,yahoo,SOJA_US,Soja EUA (Futuros)
2021-01-14,354988.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2021-01-14,534.25,yahoo,MILHO_US,Milho EUA (Futuros)
2021-01-14,5.297500133514404,yahoo,DOLAR,Dólar/Real
2021-01-14,1436.5,yahoo,SOJA_US,Soja EUA (Futuros)
2021-01-14,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2021-01-14,2.0,bcb,SELIC,Taxa Selic
2021-01-15,1416.75,yahoo,SOJA_US,Soja EUA (Futuros)
2021-01-15,2.0,bcb,SELIC,Taxa Selic
2021-01-15,5.195799827575684,yahoo,DOLAR,Dólar/Real
2021-01-15,354801.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2021-01-15,531.5,yahoo,MILHO_US,Milho EUA (Futuros)
2021-01-15,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2021-01-16,2.0,bcb,SELIC,Taxa Selic
2021-01-17,2.0,bcb,SELIC,Taxa Selic
2021-01-18,354796.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2021-01-18,5.291299819946289,yahoo,DOLAR,Dólar/Real
2021-01-18,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2021-01-18,2.0,bcb,SELIC,Taxa Selic
2021-01-19,355050.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2021-01-19,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2021-01-19,1385.75,yahoo,SOJA_US,Soja EUA (Futuros)
2021-01-19,5.2947998046875,yahoo,DOLAR,Dólar/Real
2021-01-19,2.0,bcb,SELIC,Taxa Selic
2021-01-19,526.0,yahoo,MILHO_US,Milho EUA (Futuros)
2021-01-20,355209.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2021-01-20,522.0,yahoo,MILHO_US,Milho EUA (Futuros)
2021-01-20,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2021-01-20,5.3566999435424805,yahoo,DOLAR,Dólar/Real
2021-01-20,2.0,bcb,SELIC,Taxa Selic
2021-01-20,1369.5,yahoo,SOJA_US,Soja EUA (Futuros)
2021-01-21,524.25,yahoo,MILHO_US,Milho EUA (Futuros)
2021-01-21,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2021-01-21,2.0,bcb,SELIC,Taxa Selic
2021-01-21,5.290500164031982,yahoo,DOLAR,Dólar/Real
2021-01-21,355444.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2021-01-21,1370.25,yahoo,SOJA_US,Soja EUA (Futuros)
2021-01-22,5.3495001792907715,yahoo,DOLAR,Dólar/Real
2021-01-22,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2021-01-22,1311.75,yahoo,SOJA_US,Soja EUA (Futuros)
2021-01-22,355470.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2021-01-22,2.0,bcb,SELIC,Taxa Selic
2021-01-22,500.5,yahoo,MILHO_US,Milho EUA (Futuros)
2021-01-23,2.0,bcb,SELIC,Taxa Selic
2021-01-24,2.0,bcb,SELIC,Taxa Selic
2021-01-25,355526.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2021-01-25,2.0,bcb,SELIC,Taxa Selic
2021-01-25,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2021-01-25,511.5,yahoo,MILHO_US,Milho EUA (Futuros)
2021-01-25,5.4654998779296875,yahoo,DOLAR,Dólar/Real
2021-01-25,1343.5,yahoo,SOJA_US,Soja EUA (Futuros)
2021-01-26,2.0,bcb,SELIC,Taxa Selic
2021-01-26,355669.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2021-01-26,5.4654998779296875,yahoo,DOLAR,Dólar/Real
2021-01-26,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2021-01-26,532.25,yahoo,MILHO_US,Milho EUA (Futuros)
2021-01-26,1370.25,yahoo,SOJA_US,Soja EUA (Futuros)
2021-01-27,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2021-01-27,355395.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2021-01-27,2.0,bcb,SELIC,Taxa Selic
2021-01-27,1374.75,yahoo,SOJA_US,Soja EUA (Futuros)
2021-01-27,534.0,yahoo,MILHO_US,Milho EUA (Futuros)
2021-01-27,5.353799819946289,yahoo,DOLAR,Dólar/Real
2021-01-28,2.0,bcb,SELIC,Taxa Selic
2021-01-28,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2021-01-28,534.5,yahoo,MILHO_US,Milho EUA (Futuros)
2021-01-28,5.412600040435791,yahoo,DOLAR,Dólar/Real
2021-01-28,355453.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2021-01-28,1353.25,yahoo,SOJA_US,Soja EUA (Futuros)
2021-01-29,0.007469,bcb,DI_FUTURO,Taxa DI-Over
2021-01-29,355416.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2021-01-29,2.0,bcb,SELIC,Taxa Selic
2021-01-29,5.437989234924316,yahoo,DOLAR,Dólar/Real
2021-01-29,1370.0,yahoo,SOJA_US,Soja EUA (Futuros)
2021-01-29,547.0,yahoo,MILHO_US,Milho EUA (Futuros)
2021-01-30,2.0,bcb,SELIC,Taxa Selic
2021-01-31,2.0,bcb,SELIC,Taxa Selic
2021-02-01,28.2,bcb,BALANCA_COMERCIAL,Balança Comercial
