Date,Value,source,feature_code,description
2022-05-25,12.75,bcb,SELIC,Taxa Selic
2022-05-26,4.822800159454346,yahoo,DOLAR,Dólar/Real
2022-05-26,346897.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-05-26,1726.5,yahoo,SOJA_US,Soja EUA (Futuros)
2022-05-26,765.0,yahoo,MILHO_US,Milho EUA (Futuros)
2022-05-26,0.047279,bcb,DI_FUTURO,Taxa DI-Over
2022-05-26,12.75,bcb,SELIC,Taxa Selic
2022-05-27,1732.25,yahoo,SOJA_US,Soja EUA (Futuros)
2022-05-27,0.047279,bcb,DI_FUTURO,Taxa DI-Over
2022-05-27,12.75,bcb,SELIC,Taxa Selic
2022-05-27,777.25,yahoo,MILHO_US,Milho EUA (Futuros)
2022-05-27,4.768199920654297,yahoo,DOLAR,Dólar/Real
2022-05-27,347359.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-05-28,12.75,bcb,SELIC,Taxa Selic
2022-05-29,12.75,bcb,SELIC,Taxa Selic
2022-05-30,0.047279,bcb,DI_FUTURO,Taxa DI-Over
2022-05-30,12.75,bcb,SELIC,Taxa Selic
2022-05-30,4.729599952697754,yahoo,DOLAR,Dólar/Real
2022-05-30,347593.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-05-31,12.75,bcb,SELIC,Taxa Selic
2022-05-31,0.047279,bcb,DI_FUTURO,Taxa DI-Over
2022-05-31,346415.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-05-31,1683.25,yahoo,SOJA_US,Soja EUA (Futuros)
2022-05-31,4.752399921417236,yahoo,DOLAR,Dólar/Real
2022-05-31,753.5,yahoo,MILHO_US,Milho EUA (Futuros)
2022-06-01,3275.2,bcb,INVESTIMENTO_ESTRANGEIRO,Investimento Estrangeiro
2022-06-01,0.047279,bcb,DI_FUTURO,Taxa DI-Over
2022-06-01,31876.0,bcb,FRETES,Índice de Fretes
2022-06-01,8032.6,bcb,BALANCA_COMERCIAL,Balança Comercial
2022-06-01,47315.0,bcb,MILHO_BR,Milho Brasil - Preço Médio Atacado
2022-06-01,-1.79,bcb,DIVIDA_PUBLICA,Dívida Pública
2022-06-01,1690.25,yahoo,SOJA_US,Soja EUA (Futuros)
2022-06-01,4.730400085449219,yahoo,DOLAR,Dólar/Real
2022-06-01,731.25,yahoo,MILHO_US,Milho EUA (Futuros)
2022-06-01,843263.2,bcb,PIB_BR,PIB Brasil
2022-06-01,345165.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-06-01,1937.0,bcb,ENERGIA,Energia Elétrica
2022-06-01,12.75,bcb,SELIC,Taxa Selic
2022-06-01,-35646686.0,bcb,CDS,Brazil CDS 5Y
2022-06-02,730.25,yahoo,MILHO_US,Milho EUA (Futuros)
2022-06-02,345746.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-06-02,12.75,bcb,SELIC,Taxa Selic
2022-06-02,4.815499782562256,yahoo,DOLAR,Dólar/Real
2022-06-02,0.047279,bcb,DI_FUTURO,Taxa DI-Over
2022-06-02,1729.25,yahoo,SOJA_US,Soja EUA (Futuros)
2022-06-03,1697.75,yahoo,SOJA_US,Soja EUA (Futuros)
2022-06-03,727.0,yahoo,MILHO_US,Milho EUA (Futuros)
2022-06-03,345227.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-06-03,4.7957000732421875,yahoo,DOLAR,Dólar/Real
2022-06-03,12.75,bcb,SELIC,Taxa Selic
2022-06-03,0.047279,bcb,DI_FUTURO,Taxa DI-Over
2022-06-04,12.75,bcb,SELIC,Taxa Selic
2022-06-05,12.75,bcb,SELIC,Taxa Selic
2022-06-06,4.775000095367432,yahoo,DOLAR,Dólar/Real
2022-06-06,1699.25,yahoo,SOJA_US,Soja EUA (Futuros)
2022-06-06,12.75,bcb,SELIC,Taxa Selic
2022-06-06,0.047279,bcb,DI_FUTURO,Taxa DI-Over
2022-06-06,742.5,yahoo,MILHO_US,Milho EUA (Futuros)
2022-06-06,344560.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-06-07,344892.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-06-07,757.0,yahoo,MILHO_US,Milho EUA (Futuros)
2022-06-07,0.047279,bcb,DI_FUTURO,Taxa DI-Over
2022-06-07,1728.25,yahoo,SOJA_US,Soja EUA (Futuros)
2022-06-07,4.7941999435424805,yahoo,DOLAR,Dólar/Real
2022-06-07,12.75,bcb,SELIC,Taxa Selic
2022-06-08,0.047279,bcb,DI_FUTURO,Taxa DI-Over
2022-06-08,12.75,bcb,SELIC,Taxa Selic
2022-06-08,764.5,yahoo,MILHO_US,Milho EUA (Futuros)
2022-06-08,344522.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-06-08,1740.0,yahoo,SOJA_US,Soja EUA (Futuros)
2022-06-08,4.867526054382324,yahoo,DOLAR,Dólar/Real
2022-06-09,343507.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-06-09,4.898099899291992,yahoo,DOLAR,Dólar/Real
2022-06-09,1769.0,yahoo,SOJA_US,Soja EUA (Futuros)
2022-06-09,0.047279,bcb,DI_FUTURO,Taxa DI-Over
2022-06-09,12.75,bcb,SELIC,Taxa Selic
2022-06-09,773.0,yahoo,MILHO_US,Milho EUA (Futuros)
2022-06-10,4.903299808502197,yahoo,DOLAR,Dólar/Real
2022-06-10,0.047279,bcb,DI_FUTURO,Taxa DI-Over
2022-06-10,1745.5,yahoo,SOJA_US,Soja EUA (Futuros)
2022-06-10,341795.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-06-10,12.75,bcb,SELIC,Taxa Selic
2022-06-10,773.25,yahoo,MILHO_US,Milho EUA (Futuros)
2022-06-11,12.75,bcb,SELIC,Taxa Selic
2022-06-12,12.75,bcb,SELIC,Taxa Selic
2022-06-13,769.25,yahoo,MILHO_US,Milho EUA (Futuros)
2022-06-13,338842.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-06-13,1707.5,yahoo,SOJA_US,Soja EUA (Futuros)
2022-06-13,4.984000205993652,yahoo,DOLAR,Dólar/Real
2022-06-13,12.75,bcb,SELIC,Taxa Selic
2022-06-13,0.047279,bcb,DI_FUTURO,Taxa DI-Over
2022-06-14,5.113399982452393,yahoo,DOLAR,Dólar/Real
2022-06-14,1698.5,yahoo,SOJA_US,Soja EUA (Futuros)
2022-06-14,0.047279,bcb,DI_FUTURO,Taxa DI-Over
2022-06-14,337412.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-06-14,768.25,yahoo,MILHO_US,Milho EUA (Futuros)
2022-06-14,12.75,bcb,SELIC,Taxa Selic
2022-06-15,0.047279,bcb,DI_FUTURO,Taxa DI-Over
2022-06-15,5.116099834442139,yahoo,DOLAR,Dólar/Real
2022-06-15,1693.75,yahoo,SOJA_US,Soja EUA (Futuros)
2022-06-15,337934.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-06-15,12.75,bcb,SELIC,Taxa Selic
2022-06-15,774.0,yahoo,MILHO_US,Milho EUA (Futuros)
2022-06-16,13.25,bcb,SELIC,Taxa Selic
2022-06-16,788.25,yahoo,MILHO_US,Milho EUA (Futuros)
2022-06-16,5.052000045776367,yahoo,DOLAR,Dólar/Real
2022-06-16,1709.5,yahoo,SOJA_US,Soja EUA (Futuros)
2022-06-17,1702.0,yahoo,SOJA_US,Soja EUA (Futuros)
2022-06-17,784.5,yahoo,MILHO_US,Milho EUA (Futuros)
2022-06-17,0.049037,bcb,DI_FUTURO,Taxa DI-Over
2022-06-17,13.25,bcb,SELIC,Taxa Selic
2022-06-17,339169.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-06-17,5.052199840545654,yahoo,DOLAR,Dólar/Real
2022-06-18,13.25,bcb,SELIC,Taxa Selic
2022-06-19,13.25,bcb,SELIC,Taxa Selic
2022-06-20,13.25,bcb,SELIC,Taxa Selic
2022-06-20,339368.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-06-20,0.049037,bcb,DI_FUTURO,Taxa DI-Over
2022-06-20,5.152100086212158,yahoo,DOLAR,Dólar/Real
2022-06-21,339385.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-06-21,13.25,bcb,SELIC,Taxa Selic
2022-06-21,5.18720006942749,yahoo,DOLAR,Dólar/Real
2022-06-21,760.75,yahoo,MILHO_US,Milho EUA (Futuros)
2022-06-21,0.049037,bcb,DI_FUTURO,Taxa DI-Over
2022-06-21,1681.0,yahoo,SOJA_US,Soja EUA (Futuros)
2022-06-22,768.0,yahoo,MILHO_US,Milho EUA (Futuros)
2022-06-22,0.049037,bcb,DI_FUTURO,Taxa DI-Over
2022-06-22,5.122799873352051,yahoo,DOLAR,Dólar/Real
2022-06-22,13.25,bcb,SELIC,Taxa Selic
2022-06-22,1652.75,yahoo,SOJA_US,Soja EUA (Futuros)
2022-06-22,340683.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-06-23,746.75,yahoo,MILHO_US,Milho EUA (Futuros)
2022-06-23,13.25,bcb,SELIC,Taxa Selic
2022-06-23,1593.25,yahoo,SOJA_US,Soja EUA (Futuros)
2022-06-23,5.193600177764893,yahoo,DOLAR,Dólar/Real
2022-06-23,342090.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-06-23,0.049037,bcb,DI_FUTURO,Taxa DI-Over
2022-06-24,750.25,yahoo,MILHO_US,Milho EUA (Futuros)
2022-06-24,341786.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-06-24,0.049037,bcb,DI_FUTURO,Taxa DI-Over
2022-06-24,5.23799991607666,yahoo,DOLAR,Dólar/Real
2022-06-24,13.25,bcb,SELIC,Taxa Selic
2022-06-24,1610.75,yahoo,SOJA_US,Soja EUA (Futuros)
2022-06-25,13.25,bcb,SELIC,Taxa Selic
2022-06-26,13.25,bcb,SELIC,Taxa Selic
2022-06-27,0.049037,bcb,DI_FUTURO,Taxa DI-Over
2022-06-27,341369.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-06-27,744.25,yahoo,MILHO_US,Milho EUA (Futuros)
2022-06-27,13.25,bcb,SELIC,Taxa Selic
2022-06-27,5.241399765014648,yahoo,DOLAR,Dólar/Real
2022-06-27,1630.5,yahoo,SOJA_US,Soja EUA (Futuros)
2022-06-28,0.049037,bcb,DI_FUTURO,Taxa DI-Over
2022-06-28,759.5,yahoo,MILHO_US,Milho EUA (Futuros)
2022-06-28,1663.75,yahoo,SOJA_US,Soja EUA (Futuros)
2022-06-28,340438.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-06-28,13.25,bcb,SELIC,Taxa Selic
2022-06-28,5.236800193786621,yahoo,DOLAR,Dólar/Real
2022-06-29,1674.25,yahoo,SOJA_US,Soja EUA (Futuros)
2022-06-29,13.25,bcb,SELIC,Taxa Selic
2022-06-29,770.25,yahoo,MILHO_US,Milho EUA (Futuros)
2022-06-29,0.049037,bcb,DI_FUTURO,Taxa DI-Over
2022-06-29,5.266600131988525,yahoo,DOLAR,Dólar/Real
2022-06-29,341097.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-06-30,5.1809000968933105,yahoo,DOLAR,Dólar/Real
2022-06-30,0.049037,bcb,DI_FUTURO,Taxa DI-Over
2022-06-30,1675.0,yahoo,SOJA_US,Soja EUA (Futuros)
2022-06-30,341958.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-06-30,743.75,yahoo,MILHO_US,Milho EUA (Futuros)
2022-06-30,13.25,bcb,SELIC,Taxa Selic
2022-07-01,343236.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-07-01,0.049037,bcb,DI_FUTURO,Taxa DI-Over
2022-07-01,33567.0,bcb,FRETES,Índice de Fretes
2022-07-01,5.251999855041504,yahoo,DOLAR,Dólar/Real
2022-07-01,869589.2,bcb,PIB_BR,PIB Brasil
2022-07-01,7176.3,bcb,INVESTIMENTO_ESTRANGEIRO,Investimento Estrangeiro
2022-07-01,2018.0,bcb,ENERGIA,Energia Elétrica
2022-07-01,41908.0,bcb,MILHO_BR,Milho Brasil - Preço Médio Atacado
2022-07-01,-1.76,bcb,DIVIDA_PUBLICA,Dívida Pública
2022-07-01,4624.0,bcb,BALANCA_COMERCIAL,Balança Comercial
2022-07-01,-66966007.0,bcb,CDS,Brazil CDS 5Y
2022-07-01,1626.0,yahoo,SOJA_US,Soja EUA (Futuros)
2022-07-01,13.25,bcb,SELIC,Taxa Selic
2022-07-01,754.5,yahoo,MILHO_US,Milho EUA (Futuros)
2022-07-02,13.25,bcb,SELIC,Taxa Selic
2022-07-03,13.25,bcb,SELIC,Taxa Selic
2022-07-04,343235.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-07-04,13.25,bcb,SELIC,Taxa Selic
2022-07-04,5.330999851226807,yahoo,DOLAR,Dólar/Real
2022-07-04,0.049037,bcb,DI_FUTURO,Taxa DI-Over
2022-07-05,343276.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-07-05,13.25,bcb,SELIC,Taxa Selic
2022-07-05,5.3282999992370605,yahoo,DOLAR,Dólar/Real
2022-07-05,736.0,yahoo,MILHO_US,Milho EUA (Futuros)
2022-07-05,1575.25,yahoo,SOJA_US,Soja EUA (Futuros)
2022-07-05,0.049037,bcb,DI_FUTURO,Taxa DI-Over
2022-07-06,5.385200023651123,yahoo,DOLAR,Dólar/Real
2022-07-06,1580.25,yahoo,SOJA_US,Soja EUA (Futuros)
2022-07-06,0.049037,bcb,DI_FUTURO,Taxa DI-Over
2022-07-06,342293.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-07-06,13.25,bcb,SELIC,Taxa Selic
2022-07-06,744.25,yahoo,MILHO_US,Milho EUA (Futuros)
2022-07-07,747.0,yahoo,MILHO_US,Milho EUA (Futuros)
2022-07-07,5.427999973297119,yahoo,DOLAR,Dólar/Real
2022-07-07,13.25,bcb,SELIC,Taxa Selic
2022-07-07,0.049037,bcb,DI_FUTURO,Taxa DI-Over
2022-07-07,1591.25,yahoo,SOJA_US,Soja EUA (Futuros)
2022-07-07,341329.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-07-08,340766.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-07-08,0.049037,bcb,DI_FUTURO,Taxa DI-Over
2022-07-08,1630.25,yahoo,SOJA_US,Soja EUA (Futuros)
2022-07-08,778.25,yahoo,MILHO_US,Milho EUA (Futuros)
2022-07-08,5.338200092315674,yahoo,DOLAR,Dólar/Real
2022-07-08,13.25,bcb,SELIC,Taxa Selic
2022-07-09,13.25,bcb,SELIC,Taxa Selic
2022-07-10,13.25,bcb,SELIC,Taxa Selic
2022-07-11,0.049037,bcb,DI_FUTURO,Taxa DI-Over
2022-07-11,13.25,bcb,SELIC,Taxa Selic
2022-07-11,5.254000186920166,yahoo,DOLAR,Dólar/Real
2022-07-11,781.25,yahoo,MILHO_US,Milho EUA (Futuros)
2022-07-11,341010.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-07-11,1641.0,yahoo,SOJA_US,Soja EUA (Futuros)
2022-07-12,5.377200126647949,yahoo,DOLAR,Dólar/Real
2022-07-12,13.25,bcb,SELIC,Taxa Selic
2022-07-12,732.75,yahoo,MILHO_US,Milho EUA (Futuros)
2022-07-12,341389.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-07-12,1592.75,yahoo,SOJA_US,Soja EUA (Futuros)
2022-07-12,0.049037,bcb,DI_FUTURO,Taxa DI-Over
2022-07-13,740.0,yahoo,MILHO_US,Milho EUA (Futuros)
2022-07-13,341142.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-07-13,13.25,bcb,SELIC,Taxa Selic
2022-07-13,5.436500072479248,yahoo,DOLAR,Dólar/Real
2022-07-13,0.049037,bcb,DI_FUTURO,Taxa DI-Over
2022-07-13,1588.25,yahoo,SOJA_US,Soja EUA (Futuros)
2022-07-14,695.0,yahoo,MILHO_US,Milho EUA (Futuros)
2022-07-14,5.390900135040283,yahoo,DOLAR,Dólar/Real
2022-07-14,1610.0,yahoo,SOJA_US,Soja EUA (Futuros)
2022-07-14,0.049037,bcb,DI_FUTURO,Taxa DI-Over
2022-07-14,340108.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-07-14,13.25,bcb,SELIC,Taxa Selic
2022-07-15,1466.0,yahoo,SOJA_US,Soja EUA (Futuros)
2022-07-15,5.422800064086914,yahoo,DOLAR,Dólar/Real
2022-07-15,604.25,yahoo,MILHO_US,Milho EUA (Futuros)
2022-07-15,13.25,bcb,SELIC,Taxa Selic
2022-07-15,0.049037,bcb,DI_FUTURO,Taxa DI-Over
2022-07-15,340950.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-07-16,13.25,bcb,SELIC,Taxa Selic
2022-07-17,13.25,bcb,SELIC,Taxa Selic
2022-07-18,5.410099983215332,yahoo,DOLAR,Dólar/Real
2022-07-18,612.25,yahoo,MILHO_US,Milho EUA (Futuros)
2022-07-18,340840.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-07-18,1497.25,yahoo,SOJA_US,Soja EUA (Futuros)
2022-07-18,13.25,bcb,SELIC,Taxa Selic
2022-07-18,0.049037,bcb,DI_FUTURO,Taxa DI-Over
2022-07-19,0.049037,bcb,DI_FUTURO,Taxa DI-Over
2022-07-19,341292.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-07-19,596.75,yahoo,MILHO_US,Milho EUA (Futuros)
2022-07-19,1477.25,yahoo,SOJA_US,Soja EUA (Futuros)
2022-07-19,5.436800003051758,yahoo,DOLAR,Dólar/Real
2022-07-19,13.25,bcb,SELIC,Taxa Selic
2022-07-20,13.25,bcb,SELIC,Taxa Selic
2022-07-20,0.049037,bcb,DI_FUTURO,Taxa DI-Over
2022-07-20,5.413099765777588,yahoo,DOLAR,Dólar/Real
2022-07-20,340953.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-07-20,592.25,yahoo,MILHO_US,Milho EUA (Futuros)
2022-07-20,1449.0,yahoo,SOJA_US,Soja EUA (Futuros)
2022-07-21,13.25,bcb,SELIC,Taxa Selic
2022-07-21,1418.5,yahoo,SOJA_US,Soja EUA (Futuros)
2022-07-21,5.470200061798096,yahoo,DOLAR,Dólar/Real
2022-07-21,341649.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-07-21,575.75,yahoo,MILHO_US,Milho EUA (Futuros)
2022-07-21,0.049037,bcb,DI_FUTURO,Taxa DI-Over
2022-07-22,564.25,yahoo,MILHO_US,Milho EUA (Futuros)
2022-07-22,5.497799873352051,yahoo,DOLAR,Dólar/Real
2022-07-22,0.049037,bcb,DI_FUTURO,Taxa DI-Over
2022-07-22,13.25,bcb,SELIC,Taxa Selic
2022-07-22,343538.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-07-22,1434.5,yahoo,SOJA_US,Soja EUA (Futuros)
2022-07-23,13.25,bcb,SELIC,Taxa Selic
2022-07-24,13.25,bcb,SELIC,Taxa Selic
2022-07-25,5.496699810028076,yahoo,DOLAR,Dólar/Real
2022-07-25,580.0,yahoo,MILHO_US,Milho EUA (Futuros)
2022-07-25,343521.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-07-25,0.049037,bcb,DI_FUTURO,Taxa DI-Over
2022-07-25,1473.0,yahoo,SOJA_US,Soja EUA (Futuros)
2022-07-25,13.25,bcb,SELIC,Taxa Selic
2022-07-26,5.356299877166748,yahoo,DOLAR,Dólar/Real
2022-07-26,343717.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-07-26,0.049037,bcb,DI_FUTURO,Taxa DI-Over
2022-07-26,1532.75,yahoo,SOJA_US,Soja EUA (Futuros)
2022-07-26,597.0,yahoo,MILHO_US,Milho EUA (Futuros)
2022-07-26,13.25,bcb,SELIC,Taxa Selic
2022-07-27,0.049037,bcb,DI_FUTURO,Taxa DI-Over
2022-07-27,13.25,bcb,SELIC,Taxa Selic
2022-07-27,600.25,yahoo,MILHO_US,Milho EUA (Futuros)
2022-07-27,343729.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-07-27,5.350100040435791,yahoo,DOLAR,Dólar/Real
2022-07-27,1578.75,yahoo,SOJA_US,Soja EUA (Futuros)
2022-07-28,5.243000030517578,yahoo,DOLAR,Dólar/Real
2022-07-28,615.0,yahoo,MILHO_US,Milho EUA (Futuros)
2022-07-28,13.25,bcb,SELIC,Taxa Selic
2022-07-28,345630.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-07-28,1609.25,yahoo,SOJA_US,Soja EUA (Futuros)
2022-07-28,0.049037,bcb,DI_FUTURO,Taxa DI-Over
2022-07-29,13.25,bcb,SELIC,Taxa Selic
2022-07-29,616.25,yahoo,MILHO_US,Milho EUA (Futuros)
2022-07-29,5.182700157165527,yahoo,DOLAR,Dólar/Real
2022-07-29,0.049037,bcb,DI_FUTURO,Taxa DI-Over
2022-07-29,1637.0,yahoo,SOJA_US,Soja EUA (Futuros)
2022-07-29,346403.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-07-30,13.25,bcb,SELIC,Taxa Selic
2022-07-31,13.25,bcb,SELIC,Taxa Selic
2022-08-01,0.049037,bcb,DI_FUTURO,Taxa DI-Over
2022-08-01,346867.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-08-01,13.25,bcb,SELIC,Taxa Selic
2022-08-01,2131.0,bcb,ENERGIA,Energia Elétrica
2022-08-01,3237.8,bcb,BALANCA_COMERCIAL,Balança Comercial
2022-08-01,46798.0,bcb,MILHO_BR,Milho Brasil - Preço Médio Atacado
2022-08-01,1594.25,yahoo,SOJA_US,Soja EUA (Futuros)
2022-08-01,873656.6,bcb,PIB_BR,PIB Brasil
2022-08-01,39039.0,bcb,FRETES,Índice de Fretes
2022-08-01,-15028199.0,bcb,CDS,Brazil CDS 5Y
2022-08-01,607.0,yahoo,MILHO_US,Milho EUA (Futuros)
2022-08-01,-1.34,bcb,DIVIDA_PUBLICA,Dívida Pública
2022-08-01,5.171199798583984,yahoo,DOLAR,Dólar/Real
2022-08-01,9731.2,bcb,INVESTIMENTO_ESTRANGEIRO,Investimento Estrangeiro
2022-08-02,13.25,bcb,SELIC,Taxa Selic
2022-08-02,1569.25,yahoo,SOJA_US,Soja EUA (Futuros)
2022-08-02,591.25,yahoo,MILHO_US,Milho EUA (Futuros)
2022-08-02,345649.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-08-02,0.049037,bcb,DI_FUTURO,Taxa DI-Over
2022-08-02,5.184000015258789,yahoo,DOLAR,Dólar/Real
2022-08-03,591.5,yahoo,MILHO_US,Milho EUA (Futuros)
2022-08-03,344179.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-08-03,5.277699947357178,yahoo,DOLAR,Dólar/Real
2022-08-03,0.049037,bcb,DI_FUTURO,Taxa DI-Over
2022-08-03,1558.0,yahoo,SOJA_US,Soja EUA (Futuros)
2022-08-03,13.25,bcb,SELIC,Taxa Selic
2022-08-04,0.050788,bcb,DI_FUTURO,Taxa DI-Over
2022-08-04,5.282700061798096,yahoo,DOLAR,Dólar/Real
2022-08-04,1615.0,yahoo,SOJA_US,Soja EUA (Futuros)
2022-08-04,13.75,bcb,SELIC,Taxa Selic
2022-08-04,602.25,yahoo,MILHO_US,Milho EUA (Futuros)
2022-08-04,345484.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-08-05,0.050788,bcb,DI_FUTURO,Taxa DI-Over
2022-08-05,343542.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-08-05,13.75,bcb,SELIC,Taxa Selic
2022-08-05,610.25,yahoo,MILHO_US,Milho EUA (Futuros)
2022-08-05,5.211100101470947,yahoo,DOLAR,Dólar/Real
2022-08-05,1614.75,yahoo,SOJA_US,Soja EUA (Futuros)
2022-08-06,13.75,bcb,SELIC,Taxa Selic
2022-08-07,13.75,bcb,SELIC,Taxa Selic
2022-08-08,608.5,yahoo,MILHO_US,Milho EUA (Futuros)
2022-08-08,13.75,bcb,SELIC,Taxa Selic
2022-08-08,5.164599895477295,yahoo,DOLAR,Dólar/Real
2022-08-08,0.050788,bcb,DI_FUTURO,Taxa DI-Over
2022-08-08,1619.5,yahoo,SOJA_US,Soja EUA (Futuros)
2022-08-08,344321.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-08-09,1693.25,yahoo,SOJA_US,Soja EUA (Futuros)
2022-08-09,615.5,yahoo,MILHO_US,Milho EUA (Futuros)
2022-08-09,5.110099792480469,yahoo,DOLAR,Dólar/Real
2022-08-09,13.75,bcb,SELIC,Taxa Selic
2022-08-09,344044.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-08-09,0.050788,bcb,DI_FUTURO,Taxa DI-Over
2022-08-10,621.25,yahoo,MILHO_US,Milho EUA (Futuros)
2022-08-10,345384.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-08-10,1688.75,yahoo,SOJA_US,Soja EUA (Futuros)
2022-08-10,13.75,bcb,SELIC,Taxa Selic
2022-08-10,5.123700141906738,yahoo,DOLAR,Dólar/Real
2022-08-10,0.050788,bcb,DI_FUTURO,Taxa DI-Over
2022-08-11,344741.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-08-11,1709.5,yahoo,SOJA_US,Soja EUA (Futuros)
2022-08-11,5.093699932098389,yahoo,DOLAR,Dólar/Real
2022-08-11,629.25,yahoo,MILHO_US,Milho EUA (Futuros)
2022-08-11,13.75,bcb,SELIC,Taxa Selic
2022-08-11,0.050788,bcb,DI_FUTURO,Taxa DI-Over
2022-08-12,0.050788,bcb,DI_FUTURO,Taxa DI-Over
2022-08-12,639.75,yahoo,MILHO_US,Milho EUA (Futuros)
2022-08-12,1669.25,yahoo,SOJA_US,Soja EUA (Futuros)
2022-08-12,5.1570000648498535,yahoo,DOLAR,Dólar/Real
2022-08-12,344365.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-08-12,13.75,bcb,SELIC,Taxa Selic
2022-08-13,13.75,bcb,SELIC,Taxa Selic
2022-08-14,13.75,bcb,SELIC,Taxa Selic
2022-08-15,0.050788,bcb,DI_FUTURO,Taxa DI-Over
2022-08-15,344840.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-08-15,1494.0,yahoo,SOJA_US,Soja EUA (Futuros)
2022-08-15,626.75,yahoo,MILHO_US,Milho EUA (Futuros)
2022-08-15,5.074900150299072,yahoo,DOLAR,Dólar/Real
2022-08-15,13.75,bcb,SELIC,Taxa Selic
2022-08-16,0.050788,bcb,DI_FUTURO,Taxa DI-Over
2022-08-16,5.095600128173828,yahoo,DOLAR,Dólar/Real
2022-08-16,344152.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
2022-08-16,611.0,yahoo,MILHO_US,Milho EUA (Futuros)
2022-08-16,13.75,bcb,SELIC,Taxa Selic
2022-08-16,1454.25,yahoo,SOJA_US,Soja EUA (Futuros)
2022-08-17,343118.0,bcb,RESERVAS_INTERNACIONAIS,Reservas Internacionais
