Date,Value,feature_code,source,description
2021-07-27,-4.497727272727273,DIVIDA_PUBLICA,bcb,Dívida Pública
2021-07-27,0.016137,DI_FUTURO,bcb,Taxa DI-Over
2021-07-27,5.1753997802734375,DOLAR,yahoo,Dólar/Real
2021-07-27,2064.8636363636365,ENERGIA,bcb,Energia Elétrica
2021-07-27,36548.86363636364,FRETES,bcb,Índice de Fretes
2021-07-27,5624.704545454545,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2021-07-27,23714.045454545456,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2021-07-27,548.75,MILHO_US,yahoo,Milho EUA (Futuros)
2021-07-27,764507.9,PIB_BR,bcb,PIB Brasil
2021-07-27,355070.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2021-07-27,4.25,SELIC,bcb,Taxa Selic
2021-07-27,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2021-07-27,1418.25,SOJA_US,yahoo,Soja EUA (Futuros)
2021-07-28,5161.593181818182,BALANCA_COMERCIAL,bcb,Balança Comercial
2021-07-28,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2021-07-28,-52883332.63636364,CDS,bcb,Brazil CDS 5Y
2021-07-28,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2021-07-28,-4.512045454545454,DIVIDA_PUBLICA,bcb,Dívida Pública
2021-07-28,0.016137,DI_FUTURO,bcb,Taxa DI-Over
2021-07-28,5.169099807739258,DOLAR,yahoo,Dólar/Real
2021-07-28,2065.0227272727275,ENERGIA,bcb,Energia Elétrica
2021-07-28,36423.02272727273,FRETES,bcb,Índice de Fretes
2021-07-28,5501.415909090909,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2021-07-28,23711.15909090909,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2021-07-28,549.25,MILHO_US,yahoo,Milho EUA (Futuros)
2021-07-28,764412.45,PIB_BR,bcb,PIB Brasil
2021-07-28,355068.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2021-07-28,4.25,SELIC,bcb,Taxa Selic
2021-07-28,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2021-07-28,1432.0,SOJA_US,yahoo,Soja EUA (Futuros)
2021-07-29,5073.045454545454,BALANCA_COMERCIAL,bcb,Balança Comercial
2021-07-29,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2021-07-29,-52069333.09090909,CDS,bcb,Brazil CDS 5Y
2021-07-29,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2021-07-29,-4.526363636363636,DIVIDA_PUBLICA,bcb,Dívida Pública
2021-07-29,0.016137,DI_FUTURO,bcb,Taxa DI-Over
2021-07-29,5.114799976348877,DOLAR,yahoo,Dólar/Real
2021-07-29,2065.181818181818,ENERGIA,bcb,Energia Elétrica
2021-07-29,36297.181818181816,FRETES,bcb,Índice de Fretes
2021-07-29,5378.127272727273,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2021-07-29,23708.272727272728,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2021-07-29,558.0,MILHO_US,yahoo,Milho EUA (Futuros)
2021-07-29,764317.0,PIB_BR,bcb,PIB Brasil
2021-07-29,355687.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2021-07-29,4.25,SELIC,bcb,Taxa Selic
2021-07-29,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2021-07-29,1434.25,SOJA_US,yahoo,Soja EUA (Futuros)
2021-07-30,4984.497727272727,BALANCA_COMERCIAL,bcb,Balança Comercial
2021-07-30,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2021-07-30,-51255333.54545455,CDS,bcb,Brazil CDS 5Y
2021-07-30,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2021-07-30,-4.5406818181818185,DIVIDA_PUBLICA,bcb,Dívida Pública
2021-07-30,0.016137,DI_FUTURO,bcb,Taxa DI-Over
2021-07-30,5.080399990081787,DOLAR,yahoo,Dólar/Real
2021-07-30,2065.340909090909,ENERGIA,bcb,Energia Elétrica
2021-07-30,36171.34090909091,FRETES,bcb,Índice de Fretes
2021-07-30,5254.838636363636,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2021-07-30,23705.386363636364,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2021-07-30,547.0,MILHO_US,yahoo,Milho EUA (Futuros)
2021-07-30,764221.5499999999,PIB_BR,bcb,PIB Brasil
2021-07-30,355671.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2021-07-30,4.25,SELIC,bcb,Taxa Selic
2021-07-30,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2021-07-30,1414.75,SOJA_US,yahoo,Soja EUA (Futuros)
2021-08-02,4895.95,BALANCA_COMERCIAL,bcb,Balança Comercial
2021-08-02,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2021-08-02,-50441334.0,CDS,bcb,Brazil CDS 5Y
2021-08-02,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2021-08-02,-4.555,DIVIDA_PUBLICA,bcb,Dívida Pública
2021-08-02,0.016137,DI_FUTURO,bcb,Taxa DI-Over
2021-08-02,5.208700180053711,DOLAR,yahoo,Dólar/Real
2021-08-02,2065.5,ENERGIA,bcb,Energia Elétrica
2021-08-02,36045.5,FRETES,bcb,Índice de Fretes
2021-08-02,5131.549999999999,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2021-08-02,23702.5,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2021-08-02,558.75,MILHO_US,yahoo,Milho EUA (Futuros)
2021-08-02,764126.1,PIB_BR,bcb,PIB Brasil
2021-08-02,355902.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2021-08-02,4.25,SELIC,bcb,Taxa Selic
2021-08-02,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2021-08-02,1418.75,SOJA_US,yahoo,Soja EUA (Futuros)
2021-08-03,4807.402272727273,BALANCA_COMERCIAL,bcb,Balança Comercial
2021-08-03,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2021-08-03,-49627334.45454545,CDS,bcb,Brazil CDS 5Y
2021-08-03,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2021-08-03,-4.569318181818182,DIVIDA_PUBLICA,bcb,Dívida Pública
2021-08-03,0.016137,DI_FUTURO,bcb,Taxa DI-Over
2021-08-03,5.174600124359131,DOLAR,yahoo,Dólar/Real
2021-08-03,2065.659090909091,ENERGIA,bcb,Energia Elétrica
2021-08-03,35919.65909090909,FRETES,bcb,Índice de Fretes
2021-08-03,5008.261363636364,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2021-08-03,23699.61363636364,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2021-08-03,550.5,MILHO_US,yahoo,Milho EUA (Futuros)
2021-08-03,764030.65,PIB_BR,bcb,PIB Brasil
2021-08-03,355970.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2021-08-03,4.25,SELIC,bcb,Taxa Selic
2021-08-03,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2021-08-03,1392.25,SOJA_US,yahoo,Soja EUA (Futuros)
2021-08-04,4718.854545454546,BALANCA_COMERCIAL,bcb,Balança Comercial
2021-08-04,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2021-08-04,-48813334.90909091,CDS,bcb,Brazil CDS 5Y
2021-08-04,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2021-08-04,-4.583636363636364,DIVIDA_PUBLICA,bcb,Dívida Pública
2021-08-04,0.016137,DI_FUTURO,bcb,Taxa DI-Over
2021-08-04,5.196800231933594,DOLAR,yahoo,Dólar/Real
2021-08-04,2065.818181818182,ENERGIA,bcb,Energia Elétrica
2021-08-04,35793.818181818184,FRETES,bcb,Índice de Fretes
2021-08-04,4884.972727272727,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2021-08-04,23696.727272727272,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2021-08-04,545.75,MILHO_US,yahoo,Milho EUA (Futuros)
2021-08-04,763935.2,PIB_BR,bcb,PIB Brasil
2021-08-04,355725.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2021-08-04,4.25,SELIC,bcb,Taxa Selic
2021-08-04,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2021-08-04,1403.5,SOJA_US,yahoo,Soja EUA (Futuros)
2021-08-05,4630.306818181818,BALANCA_COMERCIAL,bcb,Balança Comercial
2021-08-05,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2021-08-05,-47999335.36363636,CDS,bcb,Brazil CDS 5Y
2021-08-05,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2021-08-05,-4.597954545454545,DIVIDA_PUBLICA,bcb,Dívida Pública
2021-08-05,0.01993,DI_FUTURO,bcb,Taxa DI-Over
2021-08-05,5.1682000160217285,DOLAR,yahoo,Dólar/Real
2021-08-05,2065.9772727272725,ENERGIA,bcb,Energia Elétrica
2021-08-05,35667.97727272727,FRETES,bcb,Índice de Fretes
2021-08-05,4761.684090909091,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2021-08-05,23693.840909090908,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2021-08-05,555.75,MILHO_US,yahoo,Milho EUA (Futuros)
2021-08-05,763839.75,PIB_BR,bcb,PIB Brasil
2021-08-05,355490.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2021-08-05,5.25,SELIC,bcb,Taxa Selic
2021-08-05,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2021-08-05,1402.5,SOJA_US,yahoo,Soja EUA (Futuros)
2021-08-06,4541.75909090909,BALANCA_COMERCIAL,bcb,Balança Comercial
2021-08-06,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2021-08-06,-47185335.81818182,CDS,bcb,Brazil CDS 5Y
2021-08-06,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2021-08-06,-4.612272727272727,DIVIDA_PUBLICA,bcb,Dívida Pública
2021-08-06,0.01993,DI_FUTURO,bcb,Taxa DI-Over
2021-08-06,5.245200157165527,DOLAR,yahoo,Dólar/Real
2021-08-06,2066.1363636363635,ENERGIA,bcb,Energia Elétrica
2021-08-06,35542.13636363636,FRETES,bcb,Índice de Fretes
2021-08-06,4638.395454545454,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2021-08-06,23690.954545454544,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2021-08-06,555.0,MILHO_US,yahoo,Milho EUA (Futuros)
2021-08-06,763744.2999999999,PIB_BR,bcb,PIB Brasil
2021-08-06,354648.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2021-08-06,5.25,SELIC,bcb,Taxa Selic
2021-08-06,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2021-08-06,1422.25,SOJA_US,yahoo,Soja EUA (Futuros)
2021-08-09,4453.211363636364,BALANCA_COMERCIAL,bcb,Balança Comercial
2021-08-09,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2021-08-09,-46371336.27272727,CDS,bcb,Brazil CDS 5Y
2021-08-09,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2021-08-09,-4.626590909090909,DIVIDA_PUBLICA,bcb,Dívida Pública
2021-08-09,0.01993,DI_FUTURO,bcb,Taxa DI-Over
2021-08-09,5.23199987411499,DOLAR,yahoo,Dólar/Real
2021-08-09,2066.2954545454545,ENERGIA,bcb,Energia Elétrica
2021-08-09,35416.295454545456,FRETES,bcb,Índice de Fretes
2021-08-09,4515.106818181818,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2021-08-09,23688.06818181818,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2021-08-09,550.25,MILHO_US,yahoo,Milho EUA (Futuros)
2021-08-09,763648.85,PIB_BR,bcb,PIB Brasil
2021-08-09,354377.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2021-08-09,5.25,SELIC,bcb,Taxa Selic
2021-08-09,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2021-08-09,1433.75,SOJA_US,yahoo,Soja EUA (Futuros)
2021-08-10,4364.663636363636,BALANCA_COMERCIAL,bcb,Balança Comercial
2021-08-10,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2021-08-10,-45557336.72727273,CDS,bcb,Brazil CDS 5Y
2021-08-10,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2021-08-10,-4.640909090909091,DIVIDA_PUBLICA,bcb,Dívida Pública
2021-08-10,0.01993,DI_FUTURO,bcb,Taxa DI-Over
2021-08-10,5.231800079345703,DOLAR,yahoo,Dólar/Real
2021-08-10,2066.454545454545,ENERGIA,bcb,Energia Elétrica
2021-08-10,35290.454545454544,FRETES,bcb,Índice de Fretes
2021-08-10,4391.818181818182,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2021-08-10,23685.18181818182,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2021-08-10,549.25,MILHO_US,yahoo,Milho EUA (Futuros)
2021-08-10,763553.4,PIB_BR,bcb,PIB Brasil
2021-08-10,354239.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2021-08-10,5.25,SELIC,bcb,Taxa Selic
2021-08-10,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2021-08-10,1447.5,SOJA_US,yahoo,Soja EUA (Futuros)
2021-08-11,4276.11590909091,BALANCA_COMERCIAL,bcb,Balança Comercial
2021-08-11,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2021-08-11,-44743337.18181819,CDS,bcb,Brazil CDS 5Y
2021-08-11,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2021-08-11,-4.655227272727273,DIVIDA_PUBLICA,bcb,Dívida Pública
2021-08-11,0.01993,DI_FUTURO,bcb,Taxa DI-Over
2021-08-11,5.188300132751465,DOLAR,yahoo,Dólar/Real
2021-08-11,2066.6136363636365,ENERGIA,bcb,Energia Elétrica
2021-08-11,35164.61363636364,FRETES,bcb,Índice de Fretes
2021-08-11,4268.529545454545,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2021-08-11,23682.295454545456,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2021-08-11,556.25,MILHO_US,yahoo,Milho EUA (Futuros)
2021-08-11,763457.95,PIB_BR,bcb,PIB Brasil
2021-08-11,354448.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2021-08-11,5.25,SELIC,bcb,Taxa Selic
2021-08-11,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2021-08-11,1405.5,SOJA_US,yahoo,Soja EUA (Futuros)
2021-08-12,4187.568181818182,BALANCA_COMERCIAL,bcb,Balança Comercial
2021-08-12,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2021-08-12,-43929337.63636364,CDS,bcb,Brazil CDS 5Y
2021-08-12,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2021-08-12,-4.669545454545455,DIVIDA_PUBLICA,bcb,Dívida Pública
2021-08-12,0.01993,DI_FUTURO,bcb,Taxa DI-Over
2021-08-12,5.218200206756592,DOLAR,yahoo,Dólar/Real
2021-08-12,2066.7727272727275,ENERGIA,bcb,Energia Elétrica
2021-08-12,35038.77272727273,FRETES,bcb,Índice de Fretes
2021-08-12,4145.24090909091,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2021-08-12,23679.40909090909,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2021-08-12,567.0,MILHO_US,yahoo,Milho EUA (Futuros)
2021-08-12,763362.5,PIB_BR,bcb,PIB Brasil
2021-08-12,354524.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2021-08-12,5.25,SELIC,bcb,Taxa Selic
2021-08-12,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2021-08-12,1401.5,SOJA_US,yahoo,Soja EUA (Futuros)
2021-08-13,4099.020454545454,BALANCA_COMERCIAL,bcb,Balança Comercial
2021-08-13,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2021-08-13,-43115338.09090909,CDS,bcb,Brazil CDS 5Y
2021-08-13,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2021-08-13,-4.683863636363636,DIVIDA_PUBLICA,bcb,Dívida Pública
2021-08-13,0.01993,DI_FUTURO,bcb,Taxa DI-Over
2021-08-13,5.252200126647949,DOLAR,yahoo,Dólar/Real
2021-08-13,2066.931818181818,ENERGIA,bcb,Energia Elétrica
2021-08-13,34912.931818181816,FRETES,bcb,Índice de Fretes
2021-08-13,4021.952272727272,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2021-08-13,23676.522727272728,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2021-08-13,568.25,MILHO_US,yahoo,Milho EUA (Futuros)
2021-08-13,763267.0499999999,PIB_BR,bcb,PIB Brasil
2021-08-13,354914.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2021-08-13,5.25,SELIC,bcb,Taxa Selic
2021-08-13,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2021-08-13,1424.25,SOJA_US,yahoo,Soja EUA (Futuros)
2021-08-16,4010.4727272727273,BALANCA_COMERCIAL,bcb,Balança Comercial
2021-08-16,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2021-08-16,-42301338.54545455,CDS,bcb,Brazil CDS 5Y
2021-08-16,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2021-08-16,-4.698181818181818,DIVIDA_PUBLICA,bcb,Dívida Pública
2021-08-16,0.01993,DI_FUTURO,bcb,Taxa DI-Over
2021-08-16,5.247499942779541,DOLAR,yahoo,Dólar/Real
2021-08-16,2067.090909090909,ENERGIA,bcb,Energia Elétrica
2021-08-16,34787.09090909091,FRETES,bcb,Índice de Fretes
2021-08-16,3898.663636363636,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2021-08-16,23673.636363636364,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2021-08-16,564.75,MILHO_US,yahoo,Milho EUA (Futuros)
2021-08-16,763171.6,PIB_BR,bcb,PIB Brasil
2021-08-16,355257.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2021-08-16,5.25,SELIC,bcb,Taxa Selic
2021-08-16,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2021-08-16,1376.0,SOJA_US,yahoo,Soja EUA (Futuros)
2021-08-17,3921.925,BALANCA_COMERCIAL,bcb,Balança Comercial
2021-08-17,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2021-08-17,-41487339.0,CDS,bcb,Brazil CDS 5Y
2021-08-17,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2021-08-17,-4.7125,DIVIDA_PUBLICA,bcb,Dívida Pública
2021-08-17,0.01993,DI_FUTURO,bcb,Taxa DI-Over
2021-08-17,5.259699821472168,DOLAR,yahoo,Dólar/Real
2021-08-17,2067.25,ENERGIA,bcb,Energia Elétrica
2021-08-17,34661.25,FRETES,bcb,Índice de Fretes
2021-08-17,3775.375,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2021-08-17,23670.75,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2021-08-17,558.25,MILHO_US,yahoo,Milho EUA (Futuros)
2021-08-17,763076.1499999999,PIB_BR,bcb,PIB Brasil
2021-08-17,354838.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2021-08-17,5.25,SELIC,bcb,Taxa Selic
2021-08-17,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2021-08-17,1369.0,SOJA_US,yahoo,Soja EUA (Futuros)
2021-08-18,3833.3772727272726,BALANCA_COMERCIAL,bcb,Balança Comercial
2021-08-18,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2021-08-18,-40673339.45454545,CDS,bcb,Brazil CDS 5Y
2021-08-18,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2021-08-18,-4.726818181818182,DIVIDA_PUBLICA,bcb,Dívida Pública
2021-08-18,0.01993,DI_FUTURO,bcb,Taxa DI-Over
2021-08-18,5.294300079345703,DOLAR,yahoo,Dólar/Real
2021-08-18,2067.409090909091,ENERGIA,bcb,Energia Elétrica
2021-08-18,34535.40909090909,FRETES,bcb,Índice de Fretes
2021-08-18,3652.086363636364,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2021-08-18,23667.86363636364,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2021-08-18,561.75,MILHO_US,yahoo,Milho EUA (Futuros)
2021-08-18,762980.7,PIB_BR,bcb,PIB Brasil
2021-08-18,354679.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2021-08-18,5.25,SELIC,bcb,Taxa Selic
2021-08-18,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2021-08-18,1358.25,SOJA_US,yahoo,Soja EUA (Futuros)
2021-08-19,3744.8295454545455,BALANCA_COMERCIAL,bcb,Balança Comercial
2021-08-19,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2021-08-19,-39859339.90909091,CDS,bcb,Brazil CDS 5Y
2021-08-19,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2021-08-19,-4.741136363636364,DIVIDA_PUBLICA,bcb,Dívida Pública
2021-08-19,0.01993,DI_FUTURO,bcb,Taxa DI-Over
2021-08-19,5.378600120544434,DOLAR,yahoo,Dólar/Real
2021-08-19,2067.568181818182,ENERGIA,bcb,Energia Elétrica
2021-08-19,34409.568181818184,FRETES,bcb,Índice de Fretes
2021-08-19,3528.797727272728,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2021-08-19,23664.977272727272,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2021-08-19,550.0,MILHO_US,yahoo,Milho EUA (Futuros)
2021-08-19,762885.25,PIB_BR,bcb,PIB Brasil
2021-08-19,354559.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2021-08-19,5.25,SELIC,bcb,Taxa Selic
2021-08-19,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2021-08-19,1323.0,SOJA_US,yahoo,Soja EUA (Futuros)
2021-08-20,3656.2818181818175,BALANCA_COMERCIAL,bcb,Balança Comercial
2021-08-20,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2021-08-20,-39045340.36363637,CDS,bcb,Brazil CDS 5Y
2021-08-20,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2021-08-20,-4.755454545454546,DIVIDA_PUBLICA,bcb,Dívida Pública
2021-08-20,0.01993,DI_FUTURO,bcb,Taxa DI-Over
2021-08-20,5.414100170135498,DOLAR,yahoo,Dólar/Real
2021-08-20,2067.7272727272725,ENERGIA,bcb,Energia Elétrica
2021-08-20,34283.72727272727,FRETES,bcb,Índice de Fretes
2021-08-20,3405.5090909090904,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2021-08-20,23662.090909090908,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2021-08-20,538.75,MILHO_US,yahoo,Milho EUA (Futuros)
2021-08-20,762789.7999999999,PIB_BR,bcb,PIB Brasil
2021-08-20,354400.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2021-08-20,5.25,SELIC,bcb,Taxa Selic
2021-08-20,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2021-08-20,1293.75,SOJA_US,yahoo,Soja EUA (Futuros)
2021-08-23,3567.734090909091,BALANCA_COMERCIAL,bcb,Balança Comercial
2021-08-23,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2021-08-23,-38231340.81818182,CDS,bcb,Brazil CDS 5Y
2021-08-23,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2021-08-23,-4.769772727272727,DIVIDA_PUBLICA,bcb,Dívida Pública
2021-08-23,0.01993,DI_FUTURO,bcb,Taxa DI-Over
2021-08-23,5.379000186920166,DOLAR,yahoo,Dólar/Real
2021-08-23,2067.8863636363635,ENERGIA,bcb,Energia Elétrica
2021-08-23,34157.88636363637,FRETES,bcb,Índice de Fretes
2021-08-23,3282.2204545454542,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2021-08-23,23659.204545454544,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2021-08-23,538.0,MILHO_US,yahoo,Milho EUA (Futuros)
2021-08-23,762694.35,PIB_BR,bcb,PIB Brasil
2021-08-23,369798.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2021-08-23,5.25,SELIC,bcb,Taxa Selic
2021-08-23,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2021-08-23,1294.0,SOJA_US,yahoo,Soja EUA (Futuros)
2021-08-24,3479.186363636364,BALANCA_COMERCIAL,bcb,Balança Comercial
2021-08-24,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2021-08-24,-37417341.27272727,CDS,bcb,Brazil CDS 5Y
2021-08-24,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2021-08-24,-4.784090909090909,DIVIDA_PUBLICA,bcb,Dívida Pública
2021-08-24,0.01993,DI_FUTURO,bcb,Taxa DI-Over
2021-08-24,5.379899978637695,DOLAR,yahoo,Dólar/Real
2021-08-24,2068.0454545454545,ENERGIA,bcb,Energia Elétrica
2021-08-24,34032.045454545456,FRETES,bcb,Índice de Fretes
2021-08-24,3158.931818181818,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2021-08-24,23656.31818181818,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2021-08-24,544.5,MILHO_US,yahoo,Milho EUA (Futuros)
2021-08-24,762598.8999999999,PIB_BR,bcb,PIB Brasil
2021-08-24,369936.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2021-08-24,5.25,SELIC,bcb,Taxa Selic
2021-08-24,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2021-08-24,1337.0,SOJA_US,yahoo,Soja EUA (Futuros)
2021-08-25,3390.6386363636366,BALANCA_COMERCIAL,bcb,Balança Comercial
2021-08-25,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2021-08-25,-36603341.727272734,CDS,bcb,Brazil CDS 5Y
2021-08-25,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2021-08-25,-4.798409090909091,DIVIDA_PUBLICA,bcb,Dívida Pública
2021-08-25,0.01993,DI_FUTURO,bcb,Taxa DI-Over
2021-08-25,5.245800018310547,DOLAR,yahoo,Dólar/Real
2021-08-25,2068.204545454545,ENERGIA,bcb,Energia Elétrica
2021-08-25,33906.204545454544,FRETES,bcb,Índice de Fretes
2021-08-25,3035.643181818182,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2021-08-25,23653.43181818182,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2021-08-25,551.25,MILHO_US,yahoo,Milho EUA (Futuros)
2021-08-25,762503.45,PIB_BR,bcb,PIB Brasil
2021-08-25,369693.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
