Date,Value,feature_code,source,description
2022-06-23,43382.63636363636,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2022-06-23,746.75,MILHO_US,yahoo,Milho EUA (Futuros)
2022-06-23,862409.3818181817,PIB_BR,bcb,PIB Brasil
2022-06-23,342090.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2022-06-23,13.25,SELIC,bcb,Taxa Selic
2022-06-23,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2022-06-23,1593.25,SOJA_US,yahoo,Soja EUA (Futuros)
2022-06-24,5398.681818181818,BALANCA_COMERCIAL,bcb,Balança Comercial
2022-06-24,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2022-06-24,-59847979.5,CDS,bcb,Brazil CDS 5Y
2022-06-24,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2022-06-24,-1.7668181818181818,DIVIDA_PUBLICA,bcb,Dívida Pública
2022-06-24,0.049037,DI_FUTURO,bcb,Taxa DI-Over
2022-06-24,5.23799991607666,DOLAR,yahoo,Dólar/Real
2022-06-24,1999.590909090909,ENERGIA,bcb,Energia Elétrica
2022-06-24,33182.681818181816,FRETES,bcb,Índice de Fretes
2022-06-24,6289.686363636363,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2022-06-24,43136.86363636363,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2022-06-24,750.25,MILHO_US,yahoo,Milho EUA (Futuros)
2022-06-24,863606.0181818182,PIB_BR,bcb,PIB Brasil
2022-06-24,341786.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2022-06-24,13.25,SELIC,bcb,Taxa Selic
2022-06-24,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2022-06-24,1610.75,SOJA_US,yahoo,Soja EUA (Futuros)
2022-06-27,5243.745454545455,BALANCA_COMERCIAL,bcb,Balança Comercial
2022-06-27,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2022-06-27,-61271585.0,CDS,bcb,Brazil CDS 5Y
2022-06-27,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2022-06-27,-1.7654545454545454,DIVIDA_PUBLICA,bcb,Dívida Pública
2022-06-27,0.049037,DI_FUTURO,bcb,Taxa DI-Over
2022-06-27,5.241399765014648,DOLAR,yahoo,Dólar/Real
2022-06-27,2003.272727272728,ENERGIA,bcb,Energia Elétrica
2022-06-27,33259.545454545456,FRETES,bcb,Índice de Fretes
2022-06-27,6467.00909090909,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2022-06-27,42891.09090909091,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2022-06-27,744.25,MILHO_US,yahoo,Milho EUA (Futuros)
2022-06-27,864802.6545454545,PIB_BR,bcb,PIB Brasil
2022-06-27,341369.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2022-06-27,13.25,SELIC,bcb,Taxa Selic
2022-06-27,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2022-06-27,1630.5,SOJA_US,yahoo,Soja EUA (Futuros)
2022-06-28,5088.809090909091,BALANCA_COMERCIAL,bcb,Balança Comercial
2022-06-28,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2022-06-28,-62695190.5,CDS,bcb,Brazil CDS 5Y
2022-06-28,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2022-06-28,-1.7640909090909092,DIVIDA_PUBLICA,bcb,Dívida Pública
2022-06-28,0.049037,DI_FUTURO,bcb,Taxa DI-Over
2022-06-28,5.236800193786621,DOLAR,yahoo,Dólar/Real
2022-06-28,2006.9545454545453,ENERGIA,bcb,Energia Elétrica
2022-06-28,33336.40909090909,FRETES,bcb,Índice de Fretes
2022-06-28,6644.331818181819,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2022-06-28,42645.31818181818,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2022-06-28,759.5,MILHO_US,yahoo,Milho EUA (Futuros)
2022-06-28,865999.2909090909,PIB_BR,bcb,PIB Brasil
2022-06-28,340438.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2022-06-28,13.25,SELIC,bcb,Taxa Selic
2022-06-28,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2022-06-28,1663.75,SOJA_US,yahoo,Soja EUA (Futuros)
2022-06-29,4933.872727272727,BALANCA_COMERCIAL,bcb,Balança Comercial
2022-06-29,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2022-06-29,-64118796.0,CDS,bcb,Brazil CDS 5Y
2022-06-29,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2022-06-29,-1.7627272727272727,DIVIDA_PUBLICA,bcb,Dívida Pública
2022-06-29,0.049037,DI_FUTURO,bcb,Taxa DI-Over
2022-06-29,5.266600131988525,DOLAR,yahoo,Dólar/Real
2022-06-29,2010.6363636363635,ENERGIA,bcb,Energia Elétrica
2022-06-29,33413.27272727273,FRETES,bcb,Índice de Fretes
2022-06-29,6821.654545454546,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2022-06-29,42399.545454545456,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2022-06-29,770.25,MILHO_US,yahoo,Milho EUA (Futuros)
2022-06-29,867195.9272727272,PIB_BR,bcb,PIB Brasil
2022-06-29,341097.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2022-06-29,13.25,SELIC,bcb,Taxa Selic
2022-06-29,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2022-06-29,1674.25,SOJA_US,yahoo,Soja EUA (Futuros)
2022-06-30,4778.936363636363,BALANCA_COMERCIAL,bcb,Balança Comercial
2022-06-30,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2022-06-30,-65542401.5,CDS,bcb,Brazil CDS 5Y
2022-06-30,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2022-06-30,-1.7613636363636365,DIVIDA_PUBLICA,bcb,Dívida Pública
2022-06-30,0.049037,DI_FUTURO,bcb,Taxa DI-Over
2022-06-30,5.180900096893311,DOLAR,yahoo,Dólar/Real
2022-06-30,2014.3181818181813,ENERGIA,bcb,Energia Elétrica
2022-06-30,33490.13636363636,FRETES,bcb,Índice de Fretes
2022-06-30,6998.977272727273,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2022-06-30,42153.77272727273,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2022-06-30,743.75,MILHO_US,yahoo,Milho EUA (Futuros)
2022-06-30,868392.5636363636,PIB_BR,bcb,PIB Brasil
2022-06-30,341958.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2022-06-30,13.25,SELIC,bcb,Taxa Selic
2022-06-30,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2022-06-30,1675.0,SOJA_US,yahoo,Soja EUA (Futuros)
2022-07-01,4624.0,BALANCA_COMERCIAL,bcb,Balança Comercial
2022-07-01,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2022-07-01,-66966007.0,CDS,bcb,Brazil CDS 5Y
2022-07-01,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2022-07-01,-1.76,DIVIDA_PUBLICA,bcb,Dívida Pública
2022-07-01,0.049037,DI_FUTURO,bcb,Taxa DI-Over
2022-07-01,5.251999855041504,DOLAR,yahoo,Dólar/Real
2022-07-01,2018.0,ENERGIA,bcb,Energia Elétrica
2022-07-01,33567.0,FRETES,bcb,Índice de Fretes
2022-07-01,7176.3,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2022-07-01,41908.0,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2022-07-01,754.5,MILHO_US,yahoo,Milho EUA (Futuros)
2022-07-01,869589.2,PIB_BR,bcb,PIB Brasil
2022-07-01,343236.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2022-07-01,13.25,SELIC,bcb,Taxa Selic
2022-07-01,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2022-07-01,1626.0,SOJA_US,yahoo,Soja EUA (Futuros)
2022-07-04,4557.990476190476,BALANCA_COMERCIAL,bcb,Balança Comercial
2022-07-04,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2022-07-04,-64492778.047619045,CDS,bcb,Brazil CDS 5Y
2022-07-04,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2022-07-04,-1.74,DIVIDA_PUBLICA,bcb,Dívida Pública
2022-07-04,0.049037,DI_FUTURO,bcb,Taxa DI-Over
2022-07-04,5.330999851226807,DOLAR,yahoo,Dólar/Real
2022-07-04,2023.3809523809523,ENERGIA,bcb,Energia Elétrica
2022-07-04,33827.57142857143,FRETES,bcb,Índice de Fretes
2022-07-04,7297.961904761905,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2022-07-04,42140.857142857145,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2022-07-04,745.25,MILHO_US,yahoo,Milho EUA (Futuros)
2022-07-04,869782.8857142857,PIB_BR,bcb,PIB Brasil
2022-07-04,343235.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2022-07-04,13.25,SELIC,bcb,Taxa Selic
2022-07-04,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2022-07-04,1600.625,SOJA_US,yahoo,Soja EUA (Futuros)
2022-07-05,4491.980952380953,BALANCA_COMERCIAL,bcb,Balança Comercial
2022-07-05,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2022-07-05,-62019549.0952381,CDS,bcb,Brazil CDS 5Y
2022-07-05,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2022-07-05,-1.72,DIVIDA_PUBLICA,bcb,Dívida Pública
2022-07-05,0.049037,DI_FUTURO,bcb,Taxa DI-Over
2022-07-05,5.3282999992370605,DOLAR,yahoo,Dólar/Real
2022-07-05,2028.7619047619048,ENERGIA,bcb,Energia Elétrica
2022-07-05,34088.142857142855,FRETES,bcb,Índice de Fretes
2022-07-05,7419.6238095238095,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2022-07-05,42373.71428571428,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2022-07-05,736.0,MILHO_US,yahoo,Milho EUA (Futuros)
2022-07-05,869976.5714285714,PIB_BR,bcb,PIB Brasil
2022-07-05,343276.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2022-07-05,13.25,SELIC,bcb,Taxa Selic
2022-07-05,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2022-07-05,1575.25,SOJA_US,yahoo,Soja EUA (Futuros)
2022-07-06,4425.971428571429,BALANCA_COMERCIAL,bcb,Balança Comercial
2022-07-06,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2022-07-06,-59546320.14285714,CDS,bcb,Brazil CDS 5Y
2022-07-06,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2022-07-06,-1.7,DIVIDA_PUBLICA,bcb,Dívida Pública
2022-07-06,0.049037,DI_FUTURO,bcb,Taxa DI-Over
2022-07-06,5.385200023651123,DOLAR,yahoo,Dólar/Real
2022-07-06,2034.142857142857,ENERGIA,bcb,Energia Elétrica
2022-07-06,34348.71428571428,FRETES,bcb,Índice de Fretes
2022-07-06,7541.285714285715,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2022-07-06,42606.57142857143,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2022-07-06,744.25,MILHO_US,yahoo,Milho EUA (Futuros)
2022-07-06,870170.2571428571,PIB_BR,bcb,PIB Brasil
2022-07-06,342293.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2022-07-06,13.25,SELIC,bcb,Taxa Selic
2022-07-06,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2022-07-06,1580.25,SOJA_US,yahoo,Soja EUA (Futuros)
2022-07-07,4359.961904761904,BALANCA_COMERCIAL,bcb,Balança Comercial
2022-07-07,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2022-07-07,-57073091.190476194,CDS,bcb,Brazil CDS 5Y
2022-07-07,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2022-07-07,-1.68,DIVIDA_PUBLICA,bcb,Dívida Pública
2022-07-07,0.049037,DI_FUTURO,bcb,Taxa DI-Over
2022-07-07,5.427999973297119,DOLAR,yahoo,Dólar/Real
2022-07-07,2039.5238095238096,ENERGIA,bcb,Energia Elétrica
2022-07-07,34609.28571428572,FRETES,bcb,Índice de Fretes
2022-07-07,7662.94761904762,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2022-07-07,42839.42857142857,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2022-07-07,747.0,MILHO_US,yahoo,Milho EUA (Futuros)
2022-07-07,870363.9428571428,PIB_BR,bcb,PIB Brasil
2022-07-07,341329.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2022-07-07,13.25,SELIC,bcb,Taxa Selic
2022-07-07,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2022-07-07,1591.25,SOJA_US,yahoo,Soja EUA (Futuros)
2022-07-08,4293.952380952381,BALANCA_COMERCIAL,bcb,Balança Comercial
2022-07-08,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2022-07-08,-54599862.23809524,CDS,bcb,Brazil CDS 5Y
2022-07-08,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2022-07-08,-1.66,DIVIDA_PUBLICA,bcb,Dívida Pública
2022-07-08,0.049037,DI_FUTURO,bcb,Taxa DI-Over
2022-07-08,5.338200092315674,DOLAR,yahoo,Dólar/Real
2022-07-08,2044.904761904762,ENERGIA,bcb,Energia Elétrica
2022-07-08,34869.857142857145,FRETES,bcb,Índice de Fretes
2022-07-08,7784.609523809524,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2022-07-08,43072.28571428572,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2022-07-08,778.25,MILHO_US,yahoo,Milho EUA (Futuros)
2022-07-08,870557.6285714285,PIB_BR,bcb,PIB Brasil
2022-07-08,340766.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2022-07-08,13.25,SELIC,bcb,Taxa Selic
2022-07-08,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2022-07-08,1630.25,SOJA_US,yahoo,Soja EUA (Futuros)
2022-07-11,4227.942857142857,BALANCA_COMERCIAL,bcb,Balança Comercial
2022-07-11,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2022-07-11,-52126633.28571428,CDS,bcb,Brazil CDS 5Y
2022-07-11,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2022-07-11,-1.64,DIVIDA_PUBLICA,bcb,Dívida Pública
2022-07-11,0.049037,DI_FUTURO,bcb,Taxa DI-Over
2022-07-11,5.254000186920166,DOLAR,yahoo,Dólar/Real
2022-07-11,2050.285714285714,ENERGIA,bcb,Energia Elétrica
2022-07-11,35130.42857142857,FRETES,bcb,Índice de Fretes
2022-07-11,7906.271428571429,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2022-07-11,43305.142857142855,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2022-07-11,781.25,MILHO_US,yahoo,Milho EUA (Futuros)
2022-07-11,870751.3142857143,PIB_BR,bcb,PIB Brasil
2022-07-11,341010.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2022-07-11,13.25,SELIC,bcb,Taxa Selic
2022-07-11,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2022-07-11,1641.0,SOJA_US,yahoo,Soja EUA (Futuros)
2022-07-12,4161.933333333333,BALANCA_COMERCIAL,bcb,Balança Comercial
2022-07-12,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2022-07-12,-49653404.33333333,CDS,bcb,Brazil CDS 5Y
2022-07-12,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2022-07-12,-1.62,DIVIDA_PUBLICA,bcb,Dívida Pública
2022-07-12,0.049037,DI_FUTURO,bcb,Taxa DI-Over
2022-07-12,5.377200126647949,DOLAR,yahoo,Dólar/Real
2022-07-12,2055.6666666666665,ENERGIA,bcb,Energia Elétrica
2022-07-12,35391.0,FRETES,bcb,Índice de Fretes
2022-07-12,8027.933333333333,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2022-07-12,43538.0,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2022-07-12,732.75,MILHO_US,yahoo,Milho EUA (Futuros)
2022-07-12,870945.0,PIB_BR,bcb,PIB Brasil
2022-07-12,341389.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2022-07-12,13.25,SELIC,bcb,Taxa Selic
2022-07-12,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2022-07-12,1592.75,SOJA_US,yahoo,Soja EUA (Futuros)
2022-07-13,4095.9238095238097,BALANCA_COMERCIAL,bcb,Balança Comercial
2022-07-13,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2022-07-13,-47180175.38095238,CDS,bcb,Brazil CDS 5Y
2022-07-13,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2022-07-13,-1.6,DIVIDA_PUBLICA,bcb,Dívida Pública
2022-07-13,0.049037,DI_FUTURO,bcb,Taxa DI-Over
2022-07-13,5.436500072479248,DOLAR,yahoo,Dólar/Real
2022-07-13,2061.04761904762,ENERGIA,bcb,Energia Elétrica
2022-07-13,35651.57142857143,FRETES,bcb,Índice de Fretes
2022-07-13,8149.5952380952385,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2022-07-13,43770.857142857145,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2022-07-13,740.0,MILHO_US,yahoo,Milho EUA (Futuros)
2022-07-13,871138.6857142857,PIB_BR,bcb,PIB Brasil
2022-07-13,341142.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2022-07-13,13.25,SELIC,bcb,Taxa Selic
2022-07-13,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2022-07-13,1588.25,SOJA_US,yahoo,Soja EUA (Futuros)
2022-07-14,4029.914285714286,BALANCA_COMERCIAL,bcb,Balança Comercial
2022-07-14,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2022-07-14,-44706946.42857143,CDS,bcb,Brazil CDS 5Y
2022-07-14,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2022-07-14,-1.58,DIVIDA_PUBLICA,bcb,Dívida Pública
2022-07-14,0.049037,DI_FUTURO,bcb,Taxa DI-Over
2022-07-14,5.390900135040283,DOLAR,yahoo,Dólar/Real
2022-07-14,2066.428571428572,ENERGIA,bcb,Energia Elétrica
2022-07-14,35912.142857142855,FRETES,bcb,Índice de Fretes
2022-07-14,8271.257142857143,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2022-07-14,44003.71428571428,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2022-07-14,695.0,MILHO_US,yahoo,Milho EUA (Futuros)
2022-07-14,871332.3714285714,PIB_BR,bcb,PIB Brasil
2022-07-14,340108.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2022-07-14,13.25,SELIC,bcb,Taxa Selic
2022-07-14,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2022-07-14,1610.0,SOJA_US,yahoo,Soja EUA (Futuros)
2022-07-15,3963.904761904762,BALANCA_COMERCIAL,bcb,Balança Comercial
2022-07-15,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2022-07-15,-42233717.47619048,CDS,bcb,Brazil CDS 5Y
2022-07-15,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2022-07-15,-1.56,DIVIDA_PUBLICA,bcb,Dívida Pública
2022-07-15,0.049037,DI_FUTURO,bcb,Taxa DI-Over
2022-07-15,5.422800064086914,DOLAR,yahoo,Dólar/Real
2022-07-15,2071.809523809524,ENERGIA,bcb,Energia Elétrica
2022-07-15,36172.71428571428,FRETES,bcb,Índice de Fretes
2022-07-15,8392.919047619049,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2022-07-15,44236.57142857143,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2022-07-15,604.25,MILHO_US,yahoo,Milho EUA (Futuros)
2022-07-15,871526.0571428571,PIB_BR,bcb,PIB Brasil
2022-07-15,340950.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2022-07-15,13.25,SELIC,bcb,Taxa Selic
2022-07-15,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2022-07-15,1466.0,SOJA_US,yahoo,Soja EUA (Futuros)
2022-07-18,3897.8952380952383,BALANCA_COMERCIAL,bcb,Balança Comercial
2022-07-18,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2022-07-18,-39760488.52380952,CDS,bcb,Brazil CDS 5Y
2022-07-18,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2022-07-18,-1.54,DIVIDA_PUBLICA,bcb,Dívida Pública
2022-07-18,0.049037,DI_FUTURO,bcb,Taxa DI-Over
2022-07-18,5.410099983215332,DOLAR,yahoo,Dólar/Real
2022-07-18,2077.190476190476,ENERGIA,bcb,Energia Elétrica
2022-07-18,36433.28571428572,FRETES,bcb,Índice de Fretes
2022-07-18,8514.580952380953,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2022-07-18,44469.42857142857,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2022-07-18,612.25,MILHO_US,yahoo,Milho EUA (Futuros)
2022-07-18,871719.7428571428,PIB_BR,bcb,PIB Brasil
2022-07-18,340840.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2022-07-18,13.25,SELIC,bcb,Taxa Selic
2022-07-18,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2022-07-18,1497.25,SOJA_US,yahoo,Soja EUA (Futuros)
2022-07-19,3831.885714285714,BALANCA_COMERCIAL,bcb,Balança Comercial
2022-07-19,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2022-07-19,-37287259.57142857,CDS,bcb,Brazil CDS 5Y
2022-07-19,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2022-07-19,-1.52,DIVIDA_PUBLICA,bcb,Dívida Pública
2022-07-19,0.049037,DI_FUTURO,bcb,Taxa DI-Over
2022-07-19,5.436800003051758,DOLAR,yahoo,Dólar/Real
2022-07-19,2082.5714285714284,ENERGIA,bcb,Energia Elétrica
2022-07-19,36693.857142857145,FRETES,bcb,Índice de Fretes
2022-07-19,8636.242857142857,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2022-07-19,44702.28571428572,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2022-07-19,596.75,MILHO_US,yahoo,Milho EUA (Futuros)
2022-07-19,871913.4285714285,PIB_BR,bcb,PIB Brasil
2022-07-19,341292.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2022-07-19,13.25,SELIC,bcb,Taxa Selic
2022-07-19,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2022-07-19,1477.25,SOJA_US,yahoo,Soja EUA (Futuros)
2022-07-20,3765.876190476192,BALANCA_COMERCIAL,bcb,Balança Comercial
2022-07-20,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2022-07-20,-34814030.61904762,CDS,bcb,Brazil CDS 5Y
2022-07-20,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2022-07-20,-1.5,DIVIDA_PUBLICA,bcb,Dívida Pública
2022-07-20,0.049037,DI_FUTURO,bcb,Taxa DI-Over
2022-07-20,5.413099765777588,DOLAR,yahoo,Dólar/Real
2022-07-20,2087.9523809523807,ENERGIA,bcb,Energia Elétrica
2022-07-20,36954.42857142857,FRETES,bcb,Índice de Fretes
2022-07-20,8757.904761904763,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2022-07-20,44935.142857142855,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2022-07-20,592.25,MILHO_US,yahoo,Milho EUA (Futuros)
2022-07-20,872107.1142857142,PIB_BR,bcb,PIB Brasil
2022-07-20,340953.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2022-07-20,13.25,SELIC,bcb,Taxa Selic
2022-07-20,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2022-07-20,1449.0,SOJA_US,yahoo,Soja EUA (Futuros)
2022-07-21,3699.866666666667,BALANCA_COMERCIAL,bcb,Balança Comercial
2022-07-21,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2022-07-21,-32340801.666666664,CDS,bcb,Brazil CDS 5Y
2022-07-21,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2022-07-21,-1.48,DIVIDA_PUBLICA,bcb,Dívida Pública
2022-07-21,0.049037,DI_FUTURO,bcb,Taxa DI-Over
2022-07-21,5.470200061798096,DOLAR,yahoo,Dólar/Real
2022-07-21,2093.333333333333,ENERGIA,bcb,Energia Elétrica
2022-07-21,37215.0,FRETES,bcb,Índice de Fretes
2022-07-21,8879.566666666668,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2022-07-21,45168.0,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2022-07-21,575.75,MILHO_US,yahoo,Milho EUA (Futuros)
2022-07-21,872300.7999999999,PIB_BR,bcb,PIB Brasil
2022-07-21,341649.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2022-07-21,13.25,SELIC,bcb,Taxa Selic
2022-07-21,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2022-07-21,1418.5,SOJA_US,yahoo,Soja EUA (Futuros)
2022-07-22,3633.857142857143,BALANCA_COMERCIAL,bcb,Balança Comercial
2022-07-22,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2022-07-22,-29867572.71428572,CDS,bcb,Brazil CDS 5Y
2022-07-22,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2022-07-22,-1.46,DIVIDA_PUBLICA,bcb,Dívida Pública
2022-07-22,0.049037,DI_FUTURO,bcb,Taxa DI-Over
2022-07-22,5.497799873352051,DOLAR,yahoo,Dólar/Real
2022-07-22,2098.714285714286,ENERGIA,bcb,Energia Elétrica
2022-07-22,37475.57142857143,FRETES,bcb,Índice de Fretes
2022-07-22,9001.228571428572,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2022-07-22,45400.857142857145,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2022-07-22,564.25,MILHO_US,yahoo,Milho EUA (Futuros)
2022-07-22,872494.4857142856,PIB_BR,bcb,PIB Brasil
2022-07-22,343538.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2022-07-22,13.25,SELIC,bcb,Taxa Selic
2022-07-22,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2022-07-22,1434.5,SOJA_US,yahoo,Soja EUA (Futuros)
2022-07-25,3567.8476190476194,BALANCA_COMERCIAL,bcb,Balança Comercial
2022-07-25,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2022-07-25,-27394343.76190476,CDS,bcb,Brazil CDS 5Y
2022-07-25,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
